benchmark,strategy,n_agents,steps,topology,return,final_disagreement,consensus_error,msgs_sent,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,algo,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,eff_lambda2,task,task_name,family,value,seed,episode
consensus,trimmed,20,60,ring_plus,-2.018820557981826e-08,2.018820557981826e-08,0.005046004186718656,5040,0.0,0.49484126984126986,0.0,0.0,5040.0,2546.0,0.5051587301587301,0.49484126984126986,81472.0,32.0,0.0,2546.0,0.0,0.0,2494.0,0.0,0.0,0.0,trimmed,0.7204791623628898,0.9959224275061889,1.0,1.6147452151896773e-07,-0.18178672082835431,11.0,1.0,1.399646125476325,0.46572623705989064,cons__trimmed,cons__trimmed,msg_drop,0.5,0,0
consensus,trimmed,20,60,ring_plus,-3.8689322993317435e-07,3.8689322993317435e-07,0.000291617327351205,5400,0.0,0.5125925925925926,0.0,0.0,5400.0,2632.0,0.4874074074074074,0.5125925925925926,84224.0,32.0,0.0,2632.0,0.0,0.0,2768.0,0.0,0.0,0.0,trimmed,0.757485061329097,0.9828092226646116,1.0,1.7742504435511815e-06,-0.2847032092559728,10.0,1.0,1.320493917398932,0.4429876743775902,cons__trimmed,cons__trimmed,msg_drop,0.5,1,0
consensus,trimmed,20,60,ring_plus,-4.967854780246469e-09,4.967854780246469e-09,0.0029309854654296173,6120,0.0,0.4980392156862745,0.0,0.0,6120.0,3072.0,0.5019607843137255,0.4980392156862745,98304.0,32.0,0.0,3072.0,0.0,0.0,3048.0,0.0,0.0,0.0,trimmed,0.7012164774045563,0.9982109086505163,1.0,4.546954048438291e-08,-0.3046854193998819,10.0,1.0,1.55469612182113,0.6509571682410304,cons__trimmed,cons__trimmed,msg_drop,0.5,2,0
consensus,trimmed,20,60,ring_plus,-4.105837631525425e-07,4.105837631525425e-07,0.01334133794292083,5040,0.0,0.49126984126984125,0.0,0.0,5040.0,2564.0,0.5087301587301587,0.4912698412698413,82048.0,32.0,0.0,2564.0,0.0,0.0,2476.0,0.0,0.0,0.0,trimmed,0.7461155989153369,0.9980937341043631,1.0,2.597419937572191e-06,-0.43744330783783764,13.0,1.0,1.2627284000071304,0.4408661274809896,cons__trimmed,cons__trimmed,msg_drop,0.5,3,0
consensus,trimmed,20,60,ring_plus,-9.27549763122248e-08,9.27549763122248e-08,0.0062241791411929755,5640,0.0,0.4929078014184397,0.0,0.0,5640.0,2860.0,0.5070921985815603,0.4929078014184397,91520.0,32.0,0.0,2860.0,0.0,0.0,2780.0,0.0,0.0,0.0,trimmed,0.7413841435244498,0.9943571631467855,1.0,4.886208739126606e-07,-0.2570986057635761,11.0,1.0,1.3711704029417888,0.5340062463253034,cons__trimmed,cons__trimmed,msg_drop,0.5,4,0
consensus,trimmed,20,60,ring_plus,-3.5831972940109094e-08,3.5831972940109094e-08,0.020580081766815556,6360,0.0,0.4982704402515723,0.0,0.0,6360.0,3191.0,0.5017295597484277,0.4982704402515723,102112.0,32.0,0.0,3191.0,0.0,0.0,3169.0,0.0,0.0,0.0,trimmed,0.7197616730335982,0.9976078024328869,1.0,2.582978574244104e-07,-0.25459691364731335,13.0,1.0,1.6160985120576443,0.6971942483963592,cons__trimmed,cons__trimmed,msg_drop,0.5,5,0
consensus,trimmed,20,60,ring_plus,-2.8527761209211593e-05,2.8527761209211593e-05,0.007663302203799927,4680,0.0,0.49572649572649574,0.0,0.0,4680.0,2360.0,0.5042735042735043,0.49572649572649574,75520.0,32.0,0.0,2360.0,0.0,0.0,2320.0,0.0,0.0,0.0,trimmed,0.8244637992168803,0.9822606704027071,0.9833333333333333,0.00017066726333200876,-0.3500850870116414,14.0,1.0,0.9450014459069909,0.27277121403268756,cons__trimmed,cons__trimmed,msg_drop,0.5,6,0
consensus,trimmed,20,60,ring_plus,-2.2337700612153116e-09,2.2337700612153116e-09,5.879436463089313e-05,6480,0.0,0.49382716049382713,0.0,0.0,6480.0,3280.0,0.5061728395061729,0.49382716049382713,104960.0,32.0,0.0,3280.0,0.0,0.0,3200.0,0.0,0.0,0.0,trimmed,0.6925265584111431,0.9930076811364317,1.0,2.1595462185996177e-08,-0.32121842415161006,9.0,1.0,2.218617553571293,0.9086323039632471,cons__trimmed,cons__trimmed,msg_drop,0.5,7,0
consensus,trimmed,20,60,ring_plus,-2.1088002783445473e-05,2.1088002783445473e-05,0.009387722457587962,4200,0.0,0.5102380952380953,0.0,0.0,4200.0,2057.0,0.4897619047619048,0.5102380952380952,65824.0,32.0,0.0,2057.0,0.0,0.0,2143.0,0.0,0.0,0.0,trimmed,0.813013541591068,0.9957845639051989,1.0,6.747136294243306e-05,-0.22536034639424823,16.0,1.0,0.7964836768628718,0.16321375206624472,cons__trimmed,cons__trimmed,msg_drop,0.5,8,0
consensus,trimmed,20,60,ring_plus,-0.0001238039357576556,0.0001238039357576556,0.0006490690680889513,5280,0.0,0.5085227272727273,0.0,0.0,5280.0,2595.0,0.4914772727272727,0.5085227272727273,83040.0,32.0,0.0,2595.0,0.0,0.0,2685.0,0.0,0.0,0.0,trimmed,0.842035461455362,0.9801079068805102,0.9833333333333333,0.0002657997184634193,-0.24589838876749087,13.0,1.0,0.9413291035084279,0.3273502839712116,cons__trimmed,cons__trimmed,msg_drop,0.5,9,0
consensus,trimmed,20,60,ring_plus,-6.454288598975792e-06,6.454288598975792e-06,0.00044504749261425934,5040,0.0,0.7055555555555556,0.0,0.0,5040.0,1484.0,0.29444444444444445,0.7055555555555555,47488.0,32.0,0.0,1484.0,0.0,0.0,3556.0,0.0,0.0,0.0,trimmed,0.800219220091299,0.9921960084274412,0.9833333333333333,4.0812720044454326e-05,-0.18178661359334783,17.0,1.0,1.399646125476325,0.046566637152139295,cons__trimmed,cons__trimmed,msg_drop,0.7,0,0
consensus,trimmed,20,60,ring_plus,-5.0770899157256304e-05,5.0770899157256304e-05,0.0013191455850420915,5400,0.0,0.7096296296296296,0.0,0.0,5400.0,1568.0,0.2903703703703704,0.7096296296296296,50176.0,32.0,0.0,1568.0,0.0,0.0,3832.0,0.0,0.0,0.0,trimmed,0.8242298310405531,0.9850050131367026,0.9833333333333333,0.0001615259997656971,-0.2847023695225407,14.0,1.0,1.320493917398932,0.06452021598943526,cons__trimmed,cons__trimmed,msg_drop,0.7,1,0
consensus,trimmed,20,60,ring_plus,-1.4755019981969552e-07,1.4755019981969552e-07,0.00017237601790691496,6120,0.0,0.6962418300653594,0.0,0.0,6120.0,1859.0,0.3037581699346405,0.6962418300653594,59488.0,32.0,0.0,1859.0,0.0,0.0,4261.0,0.0,0.0,0.0,trimmed,0.752550254023955,0.9917911323225792,0.9833333333333333,1.0256096704730235e-06,-0.30468541702350965,9.0,1.0,1.55469612182113,0.14922604732916292,cons__trimmed,cons__trimmed,msg_drop,0.7,2,0
consensus,trimmed,20,60,ring_plus,-3.479662038920446e-05,3.479662038920446e-05,0.0022325517688191036,5040,0.0,0.694047619047619,0.0,0.0,5040.0,1542.0,0.305952380952381,0.694047619047619,49344.0,32.0,0.0,1542.0,0.0,0.0,3498.0,0.0,0.0,0.0,trimmed,0.7955371919202789,0.9942989390965169,0.9833333333333333,8.587238207508454e-05,-0.43744273473722717,18.0,1.0,1.2627284000071304,0.041855558823667136,cons__trimmed,cons__trimmed,msg_drop,0.7,3,0
consensus,trimmed,20,60,ring_plus,-1.5239641662879395e-06,1.5239641662879395e-06,0.0007397019810530451,5640,0.0,0.6948581560283688,0.0,0.0,5640.0,1721.0,0.3051418439716312,0.6948581560283689,55072.0,32.0,0.0,1721.0,0.0,0.0,3919.0,0.0,0.0,0.0,trimmed,0.7775326829847689,0.9955006224777012,1.0,8.453584888857592e-06,-0.25709858191008966,12.0,1.0,1.3711704029417888,0.09066820728530764,cons__trimmed,cons__trimmed,msg_drop,0.7,4,0
consensus,trimmed,20,60,ring_plus,-1.0649607591571213e-06,1.0649607591571213e-06,0.005683229553280853,6360,0.0,0.7067610062893082,0.0,0.0,6360.0,1865.0,0.29323899371069184,0.7067610062893082,59680.0,32.0,0.0,1865.0,0.0,0.0,4495.0,0.0,0.0,0.0,trimmed,0.7602458563992249,0.9939223826677602,1.0,4.228801018733128e-06,-0.2545968964951668,15.0,1.0,1.6160985120576443,0.09930048061124386,cons__trimmed,cons__trimmed,msg_drop,0.7,5,0
consensus,trimmed,20,60,ring_plus,-0.00026216832894079026,0.00026216832894079026,0.0018046518652521323,4680,0.0,0.701068376068376,0.0,0.0,4680.0,1399.0,0.2989316239316239,0.701068376068376,44768.0,32.0,0.0,1399.0,0.0,0.0,3281.0,0.0,0.0,0.0,trimmed,0.8535176233074203,0.9773042383238268,0.95,0.0011405441941740927,-0.35008119300217916,16.0,1.0,0.9450014459069909,0.022828728296464252,cons__trimmed,cons__trimmed,msg_drop,0.7,6,0
consensus,trimmed,20,60,ring_plus,-4.464828970352347e-08,4.464828970352347e-08,0.006654524419171875,6480,0.0,0.691358024691358,0.0,0.0,6480.0,2000.0,0.30864197530864196,0.691358024691358,64000.0,32.0,0.0,2000.0,0.0,0.0,4480.0,0.0,0.0,0.0,trimmed,0.7346610275507839,0.9887270411155792,0.9833333333333333,2.3047513243743506e-07,-0.3212184234447014,9.0,1.0,2.218617553571293,0.1984154580251666,cons__trimmed,cons__trimmed,msg_drop,0.7,7,0
consensus,trimmed,20,60,ring_plus,-0.0009677437386531858,0.0009677437386531858,0.00017665732355883656,4200,0.0,0.7014285714285714,0.0,0.0,4200.0,1254.0,0.2985714285714286,0.7014285714285714,40128.0,32.0,0.0,1254.0,0.0,0.0,2946.0,0.0,0.0,0.0,trimmed,0.8604194838471196,0.9940256300087509,0.9833333333333333,0.0019140936834441656,-0.22534456879865042,25.0,1.0,0.7964836768628718,0.00760520127541535,cons__trimmed,cons__trimmed,msg_drop,0.7,8,0
consensus,trimmed,20,60,ring_plus,-0.004913283096662043,0.004913283096662043,0.023611026925608777,5280,0.0,0.709280303030303,0.0,0.0,5280.0,1535.0,0.29071969696969696,0.709280303030303,49120.0,32.0,0.0,1535.0,0.0,0.0,3745.0,0.0,0.0,0.0,trimmed,0.890992774583128,0.9727627047327398,0.9833333333333333,0.007978600521783981,-0.24581856411480907,27.0,1.0,0.9413291035084279,0.02235317116297634,cons__trimmed,cons__trimmed,msg_drop,0.7,9,0
consensus,trimmed,20,60,ring_plus,-10.907203269889466,10.907203269889466,0.5453601634944734,5040,0.0,1.0,0.0,0.0,5040.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,10.907203269889466,0.0,,0.0,1.399646125476325,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,0,0
consensus,trimmed,20,60,ring_plus,-17.0821929422516,17.0821929422516,0.85410964711258,5400,0.0,1.0,0.0,0.0,5400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5400.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,17.0821929422516,0.0,,0.0,1.320493917398932,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,1,0
consensus,trimmed,20,60,ring_plus,-18.281125168960774,18.281125168960774,0.9140562584480387,6120,0.0,1.0,0.0,0.0,6120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6120.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,18.281125168960777,0.0,,0.0,1.55469612182113,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,2,0
consensus,trimmed,20,60,ring_plus,-26.24659888085402,26.24659888085402,1.312329944042701,5040,0.0,1.0,0.0,0.0,5040.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5040.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,26.246598880854023,0.0,,0.0,1.2627284000071304,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,3,0
consensus,trimmed,20,60,ring_plus,-15.425916438569548,15.425916438569548,0.7712958219284773,5640,0.0,1.0,0.0,0.0,5640.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5640.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,15.425916438569546,0.0,,0.0,1.3711704029417888,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,4,0
consensus,trimmed,20,60,ring_plus,-15.27581485467077,15.27581485467077,0.7637907427335385,6360,0.0,1.0,0.0,0.0,6360.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6360.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,15.275814854670775,0.0,,0.0,1.6160985120576443,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,5,0
consensus,trimmed,20,60,ring_plus,-21.005133748459695,21.005133748459695,1.0502566874229848,4680,0.0,1.0,0.0,0.0,4680.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4680.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,21.00513374845969,0.0,,0.0,0.9450014459069909,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,6,0
consensus,trimmed,20,60,ring_plus,-19.273105451330373,19.273105451330373,0.9636552725665186,6480,0.0,1.0,0.0,0.0,6480.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6480.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,19.27310545133037,0.0,,0.0,2.218617553571293,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,7,0
consensus,trimmed,20,60,ring_plus,-13.521641871657677,13.521641871657677,0.6760820935828838,4200,0.0,1.0,0.0,0.0,4200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,13.521641871657673,0.0,,0.0,0.7964836768628718,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,8,0
consensus,trimmed,20,60,ring_plus,-14.754027129985209,14.754027129985209,0.7377013564992605,5280,0.0,1.0,0.0,0.0,5280.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5280.0,0.0,0.0,0.0,trimmed,1.0,0.0,1.0,14.75402712998521,0.0,,0.0,0.9413291035084279,0.0,cons__trimmed,cons__trimmed,msg_drop,1.0,9,0
consensus,trimmed,20,60,ring_plus,-6.28818414554885e-06,6.28818414554885e-06,0.002857296110050542,5040,0.0,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8039716808919491,0.9834495329401921,1.0,2.0105175505070337e-05,-0.18178661636175533,12.0,1.0,1.399646125476325,1.3996461254763248,cons__trimmed,cons__trimmed,latency,0.0,0,0
consensus,trimmed,20,60,ring_plus,-1.8944704479782337e-05,1.8944704479782337e-05,0.0013177922597973752,5400,0.0,0.0,0.0,0.0,5400.0,5400.0,1.0,0.0,172800.0,32.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8077466241390061,0.992096683945328,1.0,6.254360476096896e-05,-0.2847028999591186,15.0,1.0,1.320493917398932,1.320493917398932,cons__trimmed,cons__trimmed,latency,0.0,1,0
consensus,trimmed,20,60,ring_plus,-3.4833629353866156e-08,3.4833629353866156e-08,0.00035887651848144826,6120,0.0,0.0,0.0,0.0,6120.0,6120.0,1.0,0.0,195840.0,32.0,0.0,6120.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.7282034530484361,0.9989928671538942,1.0,3.513799835983495e-07,-0.30468541890211903,11.0,1.0,1.55469612182113,1.5546961218211295,cons__trimmed,cons__trimmed,latency,0.0,2,0
consensus,trimmed,20,60,ring_plus,-1.833065035825461e-06,1.833065035825461e-06,0.007174937343838228,5040,0.0,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.7658056209537516,0.9989998098686504,1.0,1.0884906608192929e-05,-0.4374432841298164,15.0,1.0,1.2627284000071304,1.2627284000071306,cons__trimmed,cons__trimmed,latency,0.0,3,0
consensus,trimmed,20,60,ring_plus,-3.3006243618791413e-07,3.3006243618791413e-07,0.00029502411897459294,5640,0.0,0.0,0.0,0.0,5640.0,5640.0,1.0,0.0,180480.0,32.0,0.0,5640.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.7626841175107806,0.9769948422407622,1.0,1.192736579937804e-06,-0.2570986018084519,9.0,1.0,1.3711704029417888,1.3711704029417888,cons__trimmed,cons__trimmed,latency,0.0,4,0
consensus,trimmed,20,60,ring_plus,-4.986010407718023e-07,4.986010407718023e-07,0.015035469072286131,6360,0.0,0.0,0.0,0.0,6360.0,6360.0,1.0,0.0,203520.0,32.0,0.0,6360.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.7658983758636837,0.9931947664918263,1.0,3.022442589800201e-06,-0.25459690593449547,11.0,1.0,1.6160985120576443,1.616098512057644,cons__trimmed,cons__trimmed,latency,0.0,5,0
consensus,trimmed,20,60,ring_plus,-1.5514119972799072e-06,1.5514119972799072e-06,0.051564255816551906,4680,0.0,0.0,0.0,0.0,4680.0,4680.0,1.0,0.0,149760.0,32.0,0.0,4680.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.780196985857132,0.9958593992075357,1.0,8.287072127737848e-06,-0.35008553661746167,12.0,1.0,0.9450014459069909,0.9450014459069908,cons__trimmed,cons__trimmed,latency,0.0,6,0
consensus,trimmed,20,60,ring_plus,-5.6247169910680225e-08,5.6247169910680225e-08,8.277763670965443e-07,6480,0.0,0.0,0.0,0.0,6480.0,6480.0,1.0,0.0,207360.0,32.0,0.0,6480.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.7378253692409176,0.9757614470350727,1.0,2.792965367543365e-07,-0.3212184232513867,9.0,1.0,2.218617553571293,2.218617553571293,cons__trimmed,cons__trimmed,latency,0.0,7,0
consensus,trimmed,20,60,ring_plus,-0.0002251020653163997,0.0002251020653163997,0.010978249612222199,4200,0.0,0.0,0.0,0.0,4200.0,4200.0,1.0,0.0,134400.0,32.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8547593290810412,0.9856938144900125,1.0,0.0005217862119971232,-0.22535694615987265,16.0,1.0,0.7964836768628718,0.7964836768628717,cons__trimmed,cons__trimmed,latency,0.0,8,0
consensus,trimmed,20,60,ring_plus,-0.0012001212929787172,0.0012001212929787172,0.0006960759565348294,5280,0.0,0.0,0.0,0.0,5280.0,5280.0,1.0,0.0,168960.0,32.0,0.0,5280.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8835971298453388,0.9559029033283781,1.0,0.0023077404780692066,-0.24588045014487053,15.0,1.0,0.9413291035084279,0.9413291035084281,cons__trimmed,cons__trimmed,latency,0.0,9,0
consensus,trimmed,20,60,ring_plus,-6.845856109318862e-05,6.845856109318862e-05,0.0032610837866153737,5040,0.0,0.0,1.0,1.0,5040.0,4956.0,0.9833333333333333,0.01666666666666672,158592.0,32.0,0.0,4956.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8298235080293059,0.9780256515617886,1.0,0.0001642501582900435,-0.18178558018880622,16.0,1.0,1.399646125476325,1.3763186900517193,cons__trimmed,cons__trimmed,latency,1.0,0,0
consensus,trimmed,20,60,ring_plus,-0.0002653720910535882,0.0002653720910535882,0.0016025143278198043,5400,0.0,0.0,1.0,1.0,5400.0,5310.0,0.9833333333333333,0.01666666666666672,169920.0,32.0,0.0,5310.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8393388247257139,0.9893147569935036,1.0,0.0006547341265784002,-0.2846987928360091,20.0,1.0,1.320493917398932,1.2984856854422833,cons__trimmed,cons__trimmed,latency,1.0,1,0
consensus,trimmed,20,60,ring_plus,-1.920587569128003e-06,1.920587569128003e-06,0.0004196071385208219,6120,0.0,0.0,1.0,1.0,6120.0,6018.0,0.9833333333333333,0.01666666666666672,192576.0,32.0,0.0,6018.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.7751527908283279,0.9977334594949124,1.0,1.1395863699169037e-05,-0.3046853874728868,15.0,1.0,1.55469612182113,1.528784519790777,cons__trimmed,cons__trimmed,latency,1.0,2,0
consensus,trimmed,20,60,ring_plus,-5.536585961427901e-05,5.536585961427901e-05,0.006484504603203446,5040,0.0,0.0,1.0,1.0,5040.0,4956.0,0.9833333333333333,0.01666666666666672,158592.0,32.0,0.0,4956.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8067731737962905,0.9986023555407382,1.0,0.0002082281100104954,-0.4374423919165734,20.0,1.0,1.2627284000071304,1.2416829266736784,cons__trimmed,cons__trimmed,latency,1.0,3,0
consensus,trimmed,20,60,ring_plus,-7.567763987757518e-06,7.567763987757518e-06,0.00012753573342526759,5640,0.0,0.0,1.0,1.0,5640.0,5546.0,0.9833333333333333,0.01666666666666672,177472.0,32.0,0.0,5546.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.7966797050766397,0.9746824893585588,1.0,1.981166547432629e-05,-0.25709848118009265,12.0,1.0,1.3711704029417888,1.348317562892759,cons__trimmed,cons__trimmed,latency,1.0,4,0
consensus,trimmed,20,60,ring_plus,-1.4710072171008461e-05,1.4710072171008461e-05,0.01557181369049199,6360,0.0,0.0,1.0,1.0,6360.0,6254.0,0.9833333333333333,0.01666666666666672,200128.0,32.0,0.0,6254.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8047073573296567,0.9867322172282325,1.0,5.6053503998362284e-05,-0.2545966690766433,14.0,1.0,1.6160985120576443,1.5891635368566834,cons__trimmed,cons__trimmed,latency,1.0,5,0
consensus,trimmed,20,60,ring_plus,-3.069494678039669e-05,3.069494678039669e-05,0.048369487545011365,4680,0.0,0.0,1.0,1.0,4680.0,4602.0,0.9833333333333333,0.01666666666666672,147264.0,32.0,0.0,4602.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8160034974489058,0.991648444279482,1.0,0.00011774925273820001,-0.35008505089188185,15.0,1.0,0.9450014459069909,0.9292514218085409,cons__trimmed,cons__trimmed,latency,1.0,6,0
consensus,trimmed,20,60,ring_plus,-1.9251287439024337e-06,1.9251287439024337e-06,2.7084277863271763e-05,6480,0.0,0.0,1.0,1.0,6480.0,6372.0,0.9833333333333333,0.01666666666666672,203904.0,32.0,0.0,6372.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.7756322182022265,0.9685065189558741,1.0,6.447332578248666e-06,-0.3212183921033604,11.0,1.0,2.218617553571293,2.1816405943451045,cons__trimmed,cons__trimmed,latency,1.0,7,0
consensus,trimmed,20,60,ring_plus,-0.0017467501481455137,0.0017467501481455137,0.011905041984993562,4200,0.0,0.0,1.0,1.0,4200.0,4130.0,0.9833333333333333,0.01666666666666672,132160.0,32.0,0.0,4130.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8805947358196803,0.972699194607883,1.0,0.0034263236216904927,-0.22533158535849213,22.0,1.0,0.7964836768628718,0.7832089489151571,cons__trimmed,cons__trimmed,latency,1.0,8,0
consensus,trimmed,20,60,ring_plus,-0.005575725395820098,0.005575725395820098,0.0003081084003776112,5280,0.0,0.0,1.0,1.0,5280.0,5192.0,0.9833333333333333,0.01666666666666672,166144.0,32.0,0.0,5192.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.9000755056718219,0.9236907129146039,1.0,0.008953406978141726,-0.24580752340982318,20.0,1.0,0.9413291035084279,0.925640285116621,cons__trimmed,cons__trimmed,latency,1.0,9,0
consensus,trimmed,20,60,ring_plus,-0.00032979042312390765,0.00032979042312390765,0.0026173183092428882,5040,0.0,0.0,2.0,2.0,5040.0,4872.0,0.9666666666666667,0.033333333333333326,155904.0,32.0,0.0,4872.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8474096193540218,0.9736077264432674,1.0,0.000672381204882139,-0.18178122465777238,19.0,1.0,1.399646125476325,1.352991254627114,cons__trimmed,cons__trimmed,latency,2.0,0,0
consensus,trimmed,20,60,ring_plus,-0.0014940798042897608,0.0014940798042897608,0.001801626097896519,5400,0.0,0.0,2.0,2.0,5400.0,5220.0,0.9666666666666667,0.033333333333333326,167040.0,32.0,0.0,5220.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.860665480333906,0.9871220525818375,1.0,0.003105973169336144,-0.28467831437412183,24.0,1.0,1.320493917398932,1.2764774534856342,cons__trimmed,cons__trimmed,latency,2.0,1,0
consensus,trimmed,20,60,ring_plus,-3.078431421618267e-05,3.078431421618267e-05,0.00017498110635323793,6120,0.0,0.0,2.0,2.0,6120.0,5916.0,0.9666666666666667,0.033333333333333326,189312.0,32.0,0.0,5916.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8094046504647793,0.9953407568646883,1.0,0.00012743223491398393,-0.30468490641077595,18.0,1.0,1.55469612182113,1.502872917760425,cons__trimmed,cons__trimmed,latency,2.0,2,0
consensus,trimmed,20,60,ring_plus,-0.0005540417711560333,0.0005540417711560333,0.006654592441347358,5040,0.0,0.0,2.0,2.0,5040.0,4872.0,0.9666666666666667,0.033333333333333326,155904.0,32.0,0.0,4872.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8363144465800624,0.9981793281056905,1.0,0.0015615929980173134,-0.43743408065138106,24.0,1.0,1.2627284000071304,1.2206374533402264,cons__trimmed,cons__trimmed,latency,2.0,3,0
consensus,trimmed,20,60,ring_plus,-5.0317779525300944e-05,5.0317779525300944e-05,3.215441634922301e-05,5640,0.0,0.0,2.0,2.0,5640.0,5452.0,0.9666666666666667,0.033333333333333326,174464.0,32.0,0.0,5452.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8168941805683163,0.9754935365938422,1.0,0.00011204951497754808,-0.2570977686798337,15.0,1.0,1.3711704029417888,1.3254647228437293,cons__trimmed,cons__trimmed,latency,2.0,4,0
consensus,trimmed,20,60,ring_plus,-0.00014044173793820313,0.00014044173793820313,0.015960337987193603,6360,0.0,0.0,2.0,2.0,6360.0,6148.0,0.9666666666666667,0.033333333333333326,196736.0,32.0,0.0,6148.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8303436595754702,0.9798527421097678,1.0,0.0003962368470020361,-0.25459457354888054,17.0,1.0,1.6160985120576443,1.5622285616557225,cons__trimmed,cons__trimmed,latency,2.0,5,0
consensus,trimmed,20,60,ring_plus,-0.0003307292528015036,0.0003307292528015036,0.048753375259784196,4680,0.0,0.0,2.0,2.0,4680.0,4524.0,0.9666666666666667,0.033333333333333326,144768.0,32.0,0.0,4524.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.8450606371805359,0.9844081438290869,1.0,0.0009289818739776319,-0.35008005032011497,19.0,1.0,0.9450014459069909,0.9135013977100911,cons__trimmed,cons__trimmed,latency,2.0,6,0
consensus,trimmed,20,60,ring_plus,-1.7820851566558156e-05,1.7820851566558156e-05,0.0002492873706928849,6480,0.0,0.0,2.0,2.0,6480.0,6264.0,0.9666666666666667,0.033333333333333326,200448.0,32.0,0.0,6264.0,0.0,0.0,0.0,0.0,0.0,0.0,trimmed,0.7983775082823552,0.9637179079740498,1.0,4.688025186831725e-05,-0.3212181271746468,13.0,1.0,2.218617553571293,2.144663635118916,cons__trimmed,cons__trimmed,latency,2.0,7,0
