benchmark,strategy,n_agents,steps,topology,return,final_disagreement,consensus_error,msgs_sent,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,algo,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,eff_lambda2,task,task_name,family,value,seed,episode,domain,demand,lambda_opt,final_lambda_disagreement,final_power_mismatch,final_cost_gap,final_dispatch_regret,phys_violation_frac,phys_infeasible,phys_max_loading,phys_pmin,phys_pmax
ed_abstract,median,6,70,ring_plus,-0.0,0.004483494679773631,,,0.009630329774497265,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,10080.0,8.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9611640478703541,0.21450890818729063,0.5571428571428572,0.00440225804410226,-0.05036788724856253,3.0,1.0,2.0000000000000004,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,3,0,abstract,7.0014035349279045,2.639249425068705,0.004483494679773631,0.006523196004297738,0.0,0.00014314213013174752,,,,,
ed_abstract,median,6,70,ring_plus,-0.13488244904198568,0.0014766317565431284,,,0.0036183490015179605,0.0,0.0,0.0,1400.0,1400.0,1.0,0.0,11200.0,8.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.4263968777906839,0.9639528296346732,0.3,0.0014766297738004232,-0.036614982046197654,6.0,1.0,1.6972243622680052,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,4,0,abstract,7.7755887560065755,2.8912952616059213,0.0014766317565431284,0.7095827591449915,0.13488244904198568,0.003485603775270791,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.0009907766560129443,,,0.003901284290854548,0.0,0.0,0.0,1540.0,1540.0,1.0,0.0,12320.0,8.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9644945617557684,0.34373346938671745,1.0,0.0009907772687344839,-0.01705285113658223,5.0,1.0,1.8299135133739668,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,5,0,abstract,7.345383066371439,3.3795090282240876,0.0009907766560129443,1.213008620795759,0.0,0.012154775908508728,,,,,
ed_abstract,median,6,70,ring_plus,-0.33948964597106335,0.0005744030945564522,,,0.006410375995459828,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,10080.0,8.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.937015358518969,0.4960088381183936,0.6571428571428571,0.000573194006549037,-0.017220373127045788,5.0,1.0,1.1863934973516674,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,6,0,abstract,6.734402593231453,2.6719381087315064,0.0005744030945564522,1.5166150397052203,0.33948964597106335,0.0209790355457225,,,,,
ed_abstract,median,6,70,ring_plus,-0.1940674390665051,0.10966406161331065,,,0.014767439138456871,0.0,0.0,0.0,1120.0,1120.0,1.0,0.0,8960.0,8.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.433726059588168,0.8431271484485408,0.5142857142857142,0.11011658010450799,-0.04345848790158849,,0.0,1.4384471871911695,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,7,0,abstract,4.578698276905408,1.9254739598066002,0.10966406161331065,0.614036157857595,0.1940674390665051,0.009158230128622394,,,,,
ed_abstract,median,6,70,ring_plus,-0.4050667685013149,0.00011145578231291917,,,0.002055779602666372,0.0,0.0,0.0,1120.0,1120.0,1.0,0.0,8960.0,8.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.3635951015143769,0.9483731088481966,0.7714285714285715,0.00011145578231291918,-0.061682452062401985,7.0,1.0,1.2679491924311221,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,8,0,abstract,5.661702202467833,2.028774383818332,0.00011145578231291917,1.422390810054532,0.4050667685013149,0.04566701283438355,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.00019488435374149696,,,0.0033706691263795,0.0,0.0,0.0,980.0,980.0,1.0,0.0,7840.0,8.0,0.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.38924107761813714,0.9599392690866789,0.8142857142857143,0.00019488435374161414,-0.027383118076778745,4.0,1.0,0.9999999999999994,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,9,0,abstract,7.5283212614850505,3.0664956415492144,0.00019488435374149696,0.08963771527619269,0.0,9.007346596633323e-05,,,,,
ed_abstract,median,6,70,ring_plus,-0.0194944908656701,0.0002254437869821842,,,0.001401652173063042,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,10080.0,8.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.3913775588548047,0.8685307729391295,0.7142857142857143,0.000225443786978389,-0.04017350601858792,3.0,1.0,1.2679491924311226,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,10,0,abstract,5.4700953561938634,2.6155409706418986,0.0002254437869821842,0.06827519225717715,0.0194944908656701,8.788242128652096e-05,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.20305887382489035,,,0.004529416918402786,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,10080.0,8.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9936969601474697,0.16204777292214745,1.0,0.2030588745616018,-0.02664746140049494,,0.0,1.4384471871911708,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,11,0,abstract,6.8973009723535945,2.1471324641013982,0.20305887382489035,0.5249428408596719,0.0,0.008887455860760748,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.0003604610735470509,,,0.003802438416130867,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,10080.0,8.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9561718861759296,0.28869131377278345,1.0,0.0003604610785152557,-0.07503049764668539,3.0,1.0,1.7856802566224643,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,12,0,abstract,7.195577562111571,3.10687124840827,0.0003604610735470509,0.16586836222570067,0.0,0.0004288351982481543,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.0001916326530620479,,,0.0017114246151985976,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,10080.0,8.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9712164266707081,0.18879039290881106,1.0,0.00019163265309561859,-0.021518456295284264,3.0,1.0,1.697224362268006,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,13,0,abstract,8.03471426997243,2.6676182957664896,0.0001916326530620479,0.1302875889599795,0.0,0.000146715323312361,,,,,
ed_abstract,median,6,70,ring_plus,-0.00047167665828442147,0.0003604610733182002,,,0.004652008256623787,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,10080.0,8.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.3212049335624172,0.9623634133741695,0.6714285714285714,0.00036046107331786753,-0.06673120663301975,5.0,1.0,1.4384471871911688,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,14,0,abstract,8.1142325680871,3.0330532741315004,0.0003604610733182002,0.002526932631981893,0.00047167665828442147,1.267544771346694e-07,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.0007689599950736923,,,0.0017466846715638378,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,10080.0,8.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.6676962793013602,0.8224969000649123,0.5714285714285714,0.0007689599389241179,-0.018959840404249476,5.0,1.0,1.3819660112501067,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,15,0,abstract,7.309379337037815,2.743326953639417,0.0007689599950736923,0.3499348421299162,0.0,0.001338374089268338,,,,,
ed_abstract,median,6,70,ring_plus,-0.3493275807100381,0.000990780873492968,,,0.0016275390877439832,0.0,0.0,0.0,1540.0,1540.0,1.0,0.0,12320.0,8.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9701280659079856,0.26682929436306724,1.0,0.0009907960894279617,-0.02175439798309987,4.0,1.0,1.8299135133739668,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,16,0,abstract,7.321170054906997,2.2943083206960546,0.000990780873492968,1.8280680936979117,0.3493275807100381,0.01841244284747795,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.00036875472400402665,,,0.001650664409086705,0.0,0.0,0.0,1120.0,1120.0,1.0,0.0,8960.0,8.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.43016338922751274,0.9625173964981231,0.5285714285714286,0.0003687547214657729,-0.01987453465028897,4.0,1.0,1.108780151289706,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,17,0,abstract,7.59580674339883,2.600082024355599,0.00036875472400402665,0.12965742831989502,0.0,0.00021304884489889583,,,,,
ed_abstract,median,6,70,ring_plus,-0.20937176484162456,0.0001501108983770702,,,0.002020650469695586,0.0,0.0,0.0,1540.0,1540.0,1.0,0.0,12320.0,8.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9521039451360951,0.24432009850272451,1.0,0.0001501108983770958,-0.04566676810753293,3.0,1.0,2.381966011250105,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,18,0,abstract,6.186523363160682,2.6401221712237133,0.0001501108983770702,0.8364232471538875,0.20937176484162456,0.014244119895117759,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.007348138306507714,,,0.01649343528538479,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,10080.0,8.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.723842085181038,0.5797399956924061,0.4714285714285714,0.0073481382781202505,-0.006337878950791157,,0.0,1.6072437528048933,,ed_abstract__median,ed_abstract__median,bandwidth,4.0,19,0,abstract,7.7945481770531035,3.971400975185647,0.007348138306507714,2.6308386354361897,0.0,0.05274603395963436,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,1.4556410231541925e-05,,,0.0002192679017953067,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.6820490471448284,0.9797548257484934,0.7714285714285715,1.4556395392640838e-05,-0.029070841788925588,11.0,1.0,1.4384471871911708,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,0,0,abstract,6.3310658609541255,2.450748189077893,1.4556410231541925e-05,1.3249446578883335,0.0,0.013449203702694269,,,,,
ed_abstract,median,6,70,ring_plus,-0.14992647347076352,0.0006360674714307013,,,0.002439161812436202,0.0,0.0,0.0,1400.0,1400.0,1.0,0.0,22400.0,16.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.5002027164371974,0.9908137729764783,0.2571428571428571,0.000636059633627381,-0.028294743932972558,6.0,1.0,1.5188056959079848,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,1,0,abstract,7.721040544577423,2.884027576728635,0.0006360674714307013,0.7998640261385139,0.14992647347076352,0.004175591525039774,,,,,
ed_abstract,median,6,70,ring_plus,-0.011469391747416097,1.3453287197222785e-06,,,0.0024351445159745463,0.0,0.0,0.0,1400.0,1400.0,1.0,0.0,22400.0,16.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.6458073285819437,0.741573693377569,1.0,1.34532871972209e-06,-0.056030881417944274,3.0,1.0,2.3819660112501047,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,2,0,abstract,6.92899319952554,2.990931168233569,1.3453287197222785e-06,0.055876649017931435,0.011469391747416097,2.8760460539262212e-05,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.0030468632785462042,,,0.001610778606226442,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9429385090627874,0.7378548703573973,0.6714285714285714,0.00300503948466583,-0.05038841055429437,9.0,1.0,2.0000000000000004,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,3,0,abstract,7.0014035349279045,2.639249425068705,0.0030468632785462042,0.2170538767372534,0.0,0.000550493388629502,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,5.109480379031145e-06,,,0.0013455898716659715,0.0,0.0,0.0,1400.0,1400.0,1.0,0.0,22400.0,16.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8831780474688276,0.5921436194010272,1.0,5.109681589284459e-06,-0.03663600379300001,6.0,1.0,1.6972243622680052,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,4,0,abstract,7.7755887560065755,2.8912952616059213,5.109480379031145e-06,0.3596024520074099,0.0,0.0008866775627193102,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.0015118771047291659,,,0.0035697877971654045,0.0,0.0,0.0,1540.0,1540.0,1.0,0.0,24640.0,16.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9745525718173577,0.23616627606692564,1.0,0.0015118773125717758,-0.017045406844457715,4.0,1.0,1.8299135133739668,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,5,0,abstract,7.345383066371439,3.3795090282240876,0.0015118771047291659,1.1813857834207129,0.0,0.011538578600422145,,,,,
ed_abstract,median,6,70,ring_plus,-0.1307214166812429,1.987704585944666e-06,,,0.0002452979859001157,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.6006750017025123,0.9807402008692849,0.8285714285714286,1.987703775845885e-06,-0.017228550489759655,6.0,1.0,1.1863934973516674,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,6,0,abstract,6.734402593231453,2.6719381087315064,1.987704585944666e-06,0.6068252678146804,0.1307214166812429,0.0032795270697947576,,,,,
ed_abstract,median,6,70,ring_plus,-0.028183049618408895,2.065389800443487e-05,,,8.252986186386005e-05,0.0,0.0,0.0,1120.0,1120.0,1.0,0.0,17920.0,16.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.4390544267732014,0.9513752777071603,0.5428571428571428,2.1510435155227938e-05,-0.04502482229752145,4.0,1.0,1.4384471871911695,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,7,0,abstract,4.578698276905408,1.9254739598066002,2.065389800443487e-05,0.09298267162811147,0.028183049618408895,0.00018249617270710088,,,,,
ed_abstract,median,6,70,ring_plus,-0.30447874480010506,0.0009165463020674423,,,0.0005231663046820217,0.0,0.0,0.0,1120.0,1120.0,1.0,0.0,17920.0,16.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9554494397575691,0.35240062309877507,1.0,0.0009167480681181643,-0.061670950769262614,4.0,1.0,1.2679491924311221,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,8,0,abstract,5.661702202467833,2.028774383818332,0.0009165463020674423,1.1053916171365366,0.30447874480010506,0.025176126766517835,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.00010744001045183628,,,0.001886905184572729,0.0,0.0,0.0,980.0,980.0,1.0,0.0,15680.0,16.0,0.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.918807935292641,0.6509289604604154,0.7714285714285715,0.0002416138874850259,-0.027384367281682878,6.0,1.0,0.9999999999999994,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,9,0,abstract,7.5283212614850505,3.0664956415492144,0.00010744001045183628,0.3383907773062722,0.0,0.0012601672339017506,,,,,
ed_abstract,median,6,70,ring_plus,-0.04360001668730742,0.0004424884587781817,,,0.00014748556661479015,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.27621713433123296,0.9142061179593032,0.5142857142857142,0.00044538804594755366,-0.04017040538041939,3.0,1.0,1.2679491924311226,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,10,0,abstract,5.4700953561938634,2.6155409706418986,0.0004424884587781817,0.15195948857660557,0.04360001668730742,0.00040690075865977673,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.004787022177215371,,,0.00015846147237873445,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9553218933683105,0.5442018064078746,1.0,0.004787028280816979,-0.02947991642403315,13.0,1.0,1.4384471871911708,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,11,0,abstract,6.8973009723535945,2.1471324641013982,0.004787022177215371,1.266417382942615,0.0,0.015294776247858839,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.00015091968835584632,,,0.002856750176140058,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9462957380792667,0.33608739508855,1.0,0.00015091969311363654,-0.07503349109504528,3.0,1.0,1.7856802566224643,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,12,0,abstract,7.195577562111571,3.10687124840827,0.00015091968835584632,0.19796717056628665,0.0,0.0006023638651848389,,,,,
ed_abstract,median,6,70,ring_plus,-0.03983703084799046,5.2054485696555074e-06,,,0.0004076372197305936,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.6781805132068758,0.7791830577090831,0.5428571428571428,5.3360489797968345e-06,-0.021521119541062728,3.0,1.0,1.697224362268006,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,13,0,abstract,8.03471426997243,2.6676182957664896,5.2054485696555074e-06,0.21901283032214103,0.03983703084799046,0.00040079661244457924,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.00015091968813668618,,,0.003589902592733992,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.3682411130155436,0.9576302642507539,0.6857142857142857,0.00015091968813636097,-0.06673420008137951,6.0,1.0,1.4384471871911688,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,14,0,abstract,8.1142325680871,3.0330532741315004,0.00015091968813668618,0.0313257857064162,0.0,1.070826477743887e-05,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,6.651902915702703e-05,,,0.0002245121829097996,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.6462223794782714,0.9121661657202386,0.6857142857142857,6.651900678313681e-05,-0.018969875275191152,6.0,1.0,1.3819660112501067,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,15,0,abstract,7.309379337037815,2.743326953639417,6.651902915702703e-05,0.04524956704293359,0.0,2.372791031710024e-05,,,,,
ed_abstract,median,6,70,ring_plus,-0.21832378098270297,3.4289790624953726e-06,,,0.00011717726840583543,0.0,0.0,0.0,1540.0,1540.0,1.0,0.0,24640.0,16.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8980986322833179,0.6181146657769543,1.0,3.431419210503107e-06,-0.02176850301016317,3.0,1.0,1.8299135133739668,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,16,0,abstract,7.321170054906997,2.2943083206960546,3.4289790624953726e-06,1.1649398346832953,0.21832378098270297,0.007447486316890613,,,,,
ed_abstract,median,6,70,ring_plus,-0.03749480241653291,3.010147850387893e-05,,,7.357402913054881e-05,0.0,0.0,0.0,1120.0,1120.0,1.0,0.0,17920.0,16.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9324754780294804,0.41298540459344535,1.0,3.0101478597911704e-05,-0.01987937255379612,4.0,1.0,1.108780151289706,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,17,0,abstract,7.59580674339883,2.600082024355599,3.010147850387893e-05,0.1853599922727005,0.03749480241653291,0.00042344410246679783,,,,,
ed_abstract,median,6,70,ring_plus,-0.19722152353747185,2.5451328790573964e-05,,,0.0009981080084028506,0.0,0.0,0.0,1540.0,1540.0,1.0,0.0,24640.0,16.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.2853756620833564,0.9585010014009369,0.7142857142857143,2.545132879050978e-05,-0.045668548958527025,3.0,1.0,2.381966011250105,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,18,0,abstract,6.186523363160682,2.6401221712237133,2.5451328790573964e-05,0.7909989601517902,0.19722152353747185,0.01269082717680801,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,0.004297008214929088,,,0.013332720796847818,0.0,0.0,0.0,1260.0,1260.0,1.0,0.0,20160.0,16.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9827368248020194,0.1949026081277483,1.0,0.004297008214531289,-0.006381466523527995,11.0,1.0,1.6072437528048933,,ed_abstract__median,ed_abstract__median,bandwidth,8.0,19,0,abstract,7.7945481770531035,3.971400975185647,0.004297008214929088,2.72255582020259,0.0,0.05644305657555186,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,1.5160031619978219e-07,,,0.0,0.007142857142857143,0.0,0.0,1260.0,1260.0,1.0,0.0,80640.0,64.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8131545459508085,0.9934792647825816,1.0,7.818220283944463e-07,-0.02907104757192436,11.0,1.0,1.4384471871911708,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,0,0,abstract,6.3310658609541255,2.450748189077893,1.5160031619978219e-07,1.6690423448793803,0.0,0.02134105438025066,,,,,
ed_abstract,median,6,70,ring_plus,-0.43199364535296997,1.817738685703602e-11,,,0.0,0.006071428571428571,0.0,0.0,1400.0,1400.0,1.0,0.0,89600.0,64.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.7274344272449298,0.8293943630007548,1.0,4.878149332268512e-11,-0.028303830610876175,7.0,1.0,1.5188056959079848,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,1,0,abstract,7.721040544577423,2.884027576728635,1.817738685703602e-11,2.1790489111953635,0.43199364535296997,0.03492828145248855,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,2.2585525844691095e-10,,,0.0,0.007142857142857143,0.0,0.0,1400.0,1400.0,1.0,0.0,89600.0,64.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.7534451888639262,0.9144083064116099,0.9857142857142858,9.600829391665602e-10,-0.05603090063369948,4.0,1.0,2.3819660112501047,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,2,0,abstract,6.92899319952554,2.990931168233569,2.2585525844691095e-10,0.2418415870856192,0.0,0.0005379229625502396,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,2.041592923486486e-07,,,0.0,0.007142857142857143,0.0,0.0,1260.0,1260.0,1.0,0.0,80640.0,64.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8251153657622412,0.9846336070432516,0.9857142857142858,1.1585871298212546e-06,-0.050431934255997984,4.0,1.0,2.0000000000000004,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,3,0,abstract,7.0014035349279045,2.639249425068705,2.041592923486486e-07,0.042222643926295156,0.0,1.736291791183847e-05,,,,,
ed_abstract,median,6,70,ring_plus,-0.01292211928275209,3.3240800163158816e-12,,,0.0,0.005714285714285714,0.0,0.0,1400.0,1400.0,1.0,0.0,89600.0,64.0,0.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.700611396620647,0.9298225572059161,1.0,1.6312553494841618e-11,-0.036636076785529346,5.0,1.0,1.6972243622680052,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,4,0,abstract,7.7755887560065755,2.8912952616059213,3.3240800163158816e-12,0.0696039877016057,0.01292211928275209,3.321480458472979e-05,,,,,
ed_abstract,median,6,70,ring_plus,-0.0993569079276359,5.413171941037868e-13,,,0.0,0.007142857142857143,0.0,0.0,1540.0,1540.0,1.0,0.0,98560.0,64.0,0.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.68597961215482,0.9321787447436801,1.0,1.6433984056385618e-12,-0.017067005088803256,3.0,1.0,1.8299135133739668,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,5,0,abstract,7.345383066371439,3.3795090282240876,5.413171941037868e-13,0.4917944456755192,0.0993569079276359,0.00199531479089298,,,,,
ed_abstract,median,6,70,ring_plus,-0.11775947336006881,3.281141703905679e-10,,,0.0,0.006349206349206349,0.0,0.0,1260.0,1260.0,1.0,0.0,80640.0,64.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.7443227331618595,0.8957037574052146,1.0,1.0234369593405648e-09,-0.017228578880852108,7.0,1.0,1.1863934973516674,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,6,0,abstract,6.734402593231453,2.6719381087315064,3.281141703905679e-10,0.5479874619608118,0.11775947336006881,0.002674355221918129,,,,,
ed_abstract,median,6,70,ring_plus,-0.051750404175072394,5.610093350975404e-09,,,0.0,0.007142857142857143,0.0,0.0,1120.0,1120.0,1.0,0.0,71680.0,64.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.7991966053204564,0.8308545889218003,0.9714285714285714,1.19063702322182e-08,-0.04502511727306302,4.0,1.0,1.4384471871911695,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,7,0,abstract,4.578698276905408,1.9254739598066002,5.610093350975404e-09,0.1698340515694996,0.051750404175072394,0.0006070313873826047,,,,,
ed_abstract,median,6,70,ring_plus,-0.20566220683004655,1.9864902368506135e-08,,,0.0,0.007142857142857143,0.0,0.0,1120.0,1120.0,1.0,0.0,71680.0,64.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8104700095865769,0.778591991927092,0.9428571428571428,3.308376789325886e-08,-0.06168404400407926,4.0,1.0,1.2679491924311221,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,8,0,abstract,5.661702202467833,2.028774383818332,1.9864902368506135e-08,0.7716220101067854,0.20566220683004655,0.010694157304351741,,,,,
ed_abstract,median,6,70,ring_plus,-0.0,9.313819796646921e-08,,,0.0,0.007142857142857143,0.0,0.0,980.0,980.0,1.0,0.0,62720.0,64.0,0.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8029672517600875,0.9964342254374001,1.0,5.210063847812546e-07,-0.027385900808429366,13.0,1.0,0.9999999999999994,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,9,0,abstract,7.5283212614850505,3.0664956415492144,9.313819796646921e-08,0.7994692211709724,0.0,0.007006868551772194,,,,,
ed_abstract,median,6,70,ring_plus,-0.06891904471495935,1.3295425823540925e-10,,,0.0,0.007142857142857143,0.0,0.0,1260.0,1260.0,1.0,0.0,80640.0,64.0,0.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.7867374671286881,0.8175874431817267,0.9428571428571428,4.067336785491337e-10,-0.04017672664221688,3.0,1.0,1.2679491924311226,,ed_abstract__median,ed_abstract__median,bandwidth,0.0,10,0,abstract,5.4700953561938634,2.6155409706418986,1.3295425823540925e-10,0.23902201235102805,0.06891904471495935,0.000979190575663402,,,,,
