benchmark,strategy,n_agents,steps,topology,return,final_disagreement,consensus_error,msgs_sent,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,algo,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,eff_lambda2,task,task_name,family,value,seed,episode,hetero_level
consensus,mean,20,60,ring_plus,-0.02171075953542482,0.02171075953542482,0.06643117838615314,4244,0.0,0.1972196041470311,0.0,0.0,4244.0,3407.0,0.8027803958529689,0.1972196041470311,109024.0,32.0,0.0,3407.0,0.0,0.0,837.0,0.0,0.0,0.0,mean,0.9108081409104104,0.7648544894074458,0.7,0.02358908138182991,-0.18142487517256736,14.0,1.0,1.399646125476325,0.8446341920683279,cons__mean,cons__mean,hetero,1.0,0,0,1.0
consensus,mean,20,60,ring_plus,-0.00966496433177988,0.00966496433177988,0.0014385904053614118,3929,0.0,0.2043777042504454,0.0,0.0,3929.0,3126.0,0.7956222957495546,0.20437770425044544,100032.0,32.0,0.0,3126.0,0.0,0.0,803.0,0.0,0.0,0.0,mean,0.8777711303719692,0.871190154878522,0.8,0.009901564681493363,-0.2845421329653304,16.0,1.0,1.320493917398932,0.43884263840289367,cons__mean,cons__mean,hetero,1.0,1,0,1.0
consensus,mean,20,60,ring_plus,-0.004740241824488535,0.004740241824488535,0.012377369946146338,4475,0.0,0.2071508379888268,0.0,0.0,4475.0,3548.0,0.7928491620111732,0.20715083798882683,113536.0,32.0,0.0,3548.0,0.0,0.0,927.0,0.0,0.0,0.0,mean,0.8023439559305261,0.9127724642373594,0.7833333333333333,0.004987679181905968,-0.30460641545227135,12.0,1.0,1.55469612182113,0.8219532092204483,cons__mean,cons__mean,hetero,1.0,2,0,1.0
consensus,mean,20,60,ring_plus,-0.008793817974438541,0.008793817974438541,0.016929150635174313,4178,0.0,0.1957874581139301,0.0,0.0,4178.0,3360.0,0.8042125418860699,0.19578745811393006,107520.0,32.0,0.0,3360.0,0.0,0.0,818.0,0.0,0.0,0.0,mean,0.8348759980291353,0.9041458795199484,0.7,0.011582109396930546,-0.4372967510479931,11.0,1.0,1.2627284000071304,0.8458618147877577,cons__mean,cons__mean,hetero,1.0,3,0,1.0
consensus,mean,20,60,ring_plus,-0.02144912224421878,0.02144912224421878,0.017786580329614367,5089,0.0,0.2061308705050108,0.0,0.0,5089.0,4040.0,0.7938691294949892,0.20613087050501078,129280.0,32.0,0.0,4040.0,0.0,0.0,1049.0,0.0,0.0,0.0,mean,0.7685662446537022,0.820981178183093,0.5833333333333334,0.021501250435199706,-0.2567411219387555,8.0,1.0,1.3711704029417888,0.9958388409557596,cons__mean,cons__mean,hetero,1.0,4,0,1.0
consensus,mean,20,60,ring_plus,-0.004807819375779156,0.004807819375779156,0.007402004037569164,4594,0.0,0.19895515890291685,0.0,0.0,4594.0,3680.0,0.8010448410970832,0.19895515890291682,117760.0,32.0,0.0,3680.0,0.0,0.0,914.0,0.0,0.0,0.0,mean,0.8652701249189961,0.88623450320635,0.8,0.004542447641943527,-0.25451678392158317,18.0,1.0,1.6160985120576443,0.8322169914317226,cons__mean,cons__mean,hetero,1.0,5,0,1.0
consensus,mean,20,60,ring_plus,-0.05200071174398915,0.05200071174398915,0.18271628776296284,3596,0.0,0.19076751946607343,0.0,0.0,3596.0,2910.0,0.8092324805339266,0.1907675194660734,93120.0,32.0,0.0,2910.0,0.0,0.0,686.0,0.0,0.0,0.0,mean,0.8503025413449976,0.8773605600670675,0.6333333333333333,0.05303992487207609,-0.3492188839452617,15.0,1.0,0.9450014459069909,0.3079631241949025,cons__mean,cons__mean,hetero,1.0,6,0,1.0
consensus,mean,20,60,ring_plus,-0.0018259711099707153,0.0018259711099707153,0.027464200421657602,4944,0.0,0.19457928802588997,0.0,0.0,4944.0,3982.0,0.80542071197411,0.19457928802588997,127424.0,32.0,0.0,3982.0,0.0,0.0,962.0,0.0,0.0,0.0,mean,0.8949149778059188,0.5946012437614466,0.75,0.0026228216051348827,-0.32118799133700676,8.0,1.0,2.218617553571293,1.2058182474775654,cons__mean,cons__mean,hetero,1.0,7,0,1.0
consensus,mean,20,60,ring_plus,-0.19649870543881875,0.19649870543881875,0.052648021625562334,3451,0.0,0.2138510576644451,0.0,0.0,3451.0,2713.0,0.7861489423355549,0.21385105766444512,86816.0,32.0,0.0,2713.0,0.0,0.0,738.0,0.0,0.0,0.0,mean,0.9538206441504843,0.7427512655315873,0.75,0.2072392364465093,-0.22208571943698097,,0.0,0.7964836768628718,0.26029651122322867,cons__mean,cons__mean,hetero,1.0,8,0,1.0
consensus,mean,20,60,ring_plus,-0.02904071857493124,0.02904071857493124,0.06609238225954296,3920,0.0,0.2030612244897959,0.0,0.0,3920.0,3124.0,0.7969387755102041,0.2030612244897959,99968.0,32.0,0.0,3124.0,0.0,0.0,796.0,0.0,0.0,0.0,mean,0.9368266536230262,0.7439591175331839,0.7333333333333333,0.03245158987337956,-0.2454164401901713,18.0,1.0,0.9413291035084279,0.5023517202588921,cons__mean,cons__mean,hetero,1.0,9,0,1.0
