benchmark,n_agents,steps,topology,return,final_disagreement,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,algo,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,eff_lambda2,task,task_name,family,value,seed,episode,n_edges,k_colors,final_conflicts,final_conflict_frac
consensus,20,60.0,ring_plus,-0.005403036569154158,0.005403036569154158,0.10750458211118491,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,4560.0,0.0,480.0,0.0,0.0,0.0,0.0,median,0.9093199988616409,0.6041812144045069,0.7333333333333333,0.022606284721082507,-0.43735326407141445,15.0,1.0,1.2627284000071304,1.2627284000071306,consensus_median,consensus_median,spoof,0.1,3,0,,,,
consensus,20,60.0,ring_plus,-0.13756697096811296,0.13756697096811296,0.0993663710426071,0.0,0.0,0.0,5640.0,5640.0,1.0,0.0,180480.0,32.0,0.0,5064.0,0.0,576.0,0.0,0.0,0.0,0.0,median,0.7423023460099699,0.9671819365299263,0.85,0.030610127496970285,-0.2548058244600239,9.0,1.0,1.3711704029417888,1.3711704029417888,consensus_median,consensus_median,spoof,0.1,4,0,,,,
consensus,20,60.0,ring_plus,-0.0006481247075879393,0.0006481247075879393,0.11272175882089747,0.0,0.0,0.0,6360.0,6360.0,1.0,0.0,203520.0,32.0,0.0,5748.0,0.0,612.0,0.0,0.0,0.0,0.0,median,0.8514575041809579,0.9096346231865994,0.9,0.009188357768947141,-0.25458611216605304,14.0,1.0,1.6160985120576443,1.616098512057644,consensus_median,consensus_median,spoof,0.1,5,0,,,,
consensus,20,60.0,ring_plus,-0.020813029898387632,0.020813029898387632,0.12046986580046423,0.0,0.0,0.0,4680.0,4680.0,1.0,0.0,149760.0,32.0,0.0,4232.0,0.0,448.0,0.0,0.0,0.0,0.0,median,0.8293105127217466,0.8927885154366009,0.7833333333333333,0.08955457210203815,-0.34973867864268837,12.0,1.0,0.9450014459069909,0.9450014459069908,consensus_median,consensus_median,spoof,0.1,6,0,,,,
consensus,20,60.0,ring_plus,-0.0008380799901846865,0.0008380799901846865,0.10702567046544441,0.0,0.0,0.0,6480.0,6480.0,1.0,0.0,207360.0,32.0,0.0,5840.0,0.0,640.0,0.0,0.0,0.0,0.0,median,0.7760359247218794,0.9666056616436614,0.95,0.006969379141494474,-0.3212044561890031,10.0,1.0,2.218617553571293,2.218617553571293,consensus_median,consensus_median,spoof,0.1,7,0,,,,
consensus,20,60.0,ring_plus,-0.011893158648228843,0.011893158648228843,0.09525525050790348,0.0,0.0,0.0,4200.0,4200.0,1.0,0.0,134400.0,32.0,0.0,3754.0,0.0,446.0,0.0,0.0,0.0,0.0,median,0.9158303467618322,0.8652973451475056,0.8333333333333334,0.04667217051759962,-0.22516247855015745,26.0,1.0,0.7964836768628718,0.7964836768628717,consensus_median,consensus_median,spoof,0.1,8,0,,,,
consensus,20,60.0,ring_plus,-0.0008862567573695759,0.0008862567573695759,0.11502209676684237,0.0,0.0,0.0,5280.0,5280.0,1.0,0.0,168960.0,32.0,0.0,4734.0,0.0,546.0,0.0,0.0,0.0,0.0,median,0.9038382181551179,0.7067847923618521,0.85,0.01678749148886994,-0.245885681220464,17.0,1.0,0.9413291035084279,0.9413291035084281,consensus_median,consensus_median,spoof,0.1,9,0,,,,
consensus,20,60.0,ring_plus,-0.07256992729828379,0.07256992729828379,0.30715771530288594,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,3527.0,0.0,1513.0,0.0,0.0,0.0,0.0,median,0.9537521798440453,0.34784039916091825,0.6166666666666667,0.06762908847918447,-0.18057722237651974,14.0,1.0,1.399646125476325,1.3996461254763248,consensus_median,consensus_median,spoof,0.3,0,0,,,,
consensus,20,60.0,ring_plus,-0.130648430858537,0.130648430858537,0.30405085875190424,0.0,0.0,0.0,5400.0,5400.0,1.0,0.0,172800.0,32.0,0.0,3807.0,0.0,1593.0,0.0,0.0,0.0,0.0,median,0.8398545915967502,0.8743687429187371,0.7166666666666667,0.12807650002486434,-0.28252574185655105,16.0,1.0,1.320493917398932,1.320493917398932,consensus_median,consensus_median,spoof,0.3,1,0,,,,
consensus,20,60.0,ring_plus,-0.009953103336367402,0.009953103336367402,0.29436869767225915,0.0,0.0,0.0,6120.0,6120.0,1.0,0.0,195840.0,32.0,0.0,4268.0,0.0,1852.0,0.0,0.0,0.0,0.0,median,0.7998787472831177,0.8511097147436809,0.65,0.07161448601356733,-0.3045195344270734,9.0,1.0,1.55469612182113,1.5546961218211295,consensus_median,consensus_median,spoof,0.3,2,0,,,,
consensus,20,60.0,ring_plus,-0.08277338099688952,0.08277338099688952,0.3237639812345054,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,3555.0,0.0,1485.0,0.0,0.0,0.0,0.0,median,0.9239850504219155,0.4734341525654332,0.6166666666666667,0.08172725917726527,-0.43606375833095207,10.0,1.0,1.2627284000071304,1.2627284000071306,consensus_median,consensus_median,spoof,0.3,3,0,,,,
consensus,20,60.0,ring_plus,-0.13326792187776618,0.13326792187776618,0.2993622544336298,0.0,0.0,0.0,5640.0,5640.0,1.0,0.0,180480.0,32.0,0.0,3971.0,0.0,1669.0,0.0,0.0,0.0,0.0,median,0.7985794392272443,0.8722845167715538,0.65,0.07816925022188767,-0.2548774752781964,14.0,1.0,1.3711704029417888,1.3711704029417888,consensus_median,consensus_median,spoof,0.3,4,0,,,,
consensus,20,60.0,ring_plus,-0.36692126397455394,0.36692126397455394,0.31221761411298193,0.0,0.0,0.0,6360.0,6360.0,1.0,0.0,203520.0,32.0,0.0,4473.0,0.0,1887.0,0.0,0.0,0.0,0.0,median,0.7544052792287065,0.9357445750815814,0.6333333333333333,0.08534187307604181,-0.24848155984493694,13.0,1.0,1.6160985120576443,1.616098512057644,consensus_median,consensus_median,spoof,0.3,5,0,,,,
consensus,20,60.0,ring_plus,-0.04174011294234552,0.04174011294234552,0.3180617345902776,0.0,0.0,0.0,4680.0,4680.0,1.0,0.0,149760.0,32.0,0.0,3299.0,0.0,1381.0,0.0,0.0,0.0,0.0,median,0.9070972898113671,0.67766902725171,0.6,0.12610639032200757,-0.3493898939252891,16.0,1.0,0.9450014459069909,0.9450014459069908,consensus_median,consensus_median,spoof,0.3,6,0,,,,
consensus,20,60.0,ring_plus,-0.02645602138797598,0.02645602138797598,0.3118143736965373,0.0,0.0,0.0,6480.0,6480.0,1.0,0.0,207360.0,32.0,0.0,4583.0,0.0,1897.0,0.0,0.0,0.0,0.0,median,0.7399289138980146,0.8869313519223292,0.6833333333333333,0.040228077598942,-0.32077749049904003,9.0,1.0,2.218617553571293,2.218617553571293,consensus_median,consensus_median,spoof,0.3,7,0,,,,
consensus,20,60.0,ring_plus,-0.17640369118605023,0.17640369118605023,0.2986730614429861,0.0,0.0,0.0,4200.0,4200.0,1.0,0.0,134400.0,32.0,0.0,2901.0,0.0,1299.0,0.0,0.0,0.0,0.0,median,0.9684126793752429,0.1719982175212107,0.6333333333333333,0.10858969777921752,-0.22242063634119374,7.0,1.0,0.7964836768628718,0.7964836768628717,consensus_median,consensus_median,spoof,0.3,8,0,,,,
consensus,20,60.0,ring_plus,-0.12067565127227292,0.12067565127227292,0.3126718944016607,0.0,0.0,0.0,5280.0,5280.0,1.0,0.0,168960.0,32.0,0.0,3702.0,0.0,1578.0,0.0,0.0,0.0,0.0,median,0.9536488003164479,0.43868378201491076,0.5833333333333334,0.08752564972403597,-0.24388919131188228,11.0,1.0,0.9413291035084279,0.9413291035084281,consensus_median,consensus_median,spoof,0.3,9,0,,,,
consensus,20,60.0,ring_plus,-0.30582131586691524,0.30582131586691524,0.5280487161747526,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,2468.0,0.0,2572.0,0.0,0.0,0.0,0.0,median,0.9573879548904114,0.33611459047882464,0.6,0.47105659875160605,-0.17668969923370917,,0.0,1.399646125476325,1.3996461254763248,consensus_median,consensus_median,spoof,0.5,0,0,,,,
consensus,20,60.0,ring_plus,-0.6990473147563078,0.6990473147563078,0.5264694998079024,0.0,0.0,0.0,5400.0,5400.0,1.0,0.0,172800.0,32.0,0.0,2643.0,0.0,2757.0,0.0,0.0,0.0,0.0,median,0.942703134350761,0.46132762979243835,0.5833333333333334,0.33902745416048524,-0.27305242712492156,23.0,1.0,1.320493917398932,1.320493917398932,consensus_median,consensus_median,spoof,0.5,1,0,,,,
consensus,20,60.0,ring_plus,-0.4273355133657136,0.4273355133657136,0.497419775679372,0.0,0.0,0.0,6120.0,6120.0,1.0,0.0,195840.0,32.0,0.0,3014.0,0.0,3106.0,0.0,0.0,0.0,0.0,median,0.954817165021202,0.33650369585167716,0.6,0.2837708139090525,-0.2975631609265843,11.0,1.0,1.55469612182113,1.5546961218211295,consensus_median,consensus_median,spoof,0.5,2,0,,,,
consensus,20,60.0,ring_plus,-0.3689537969992466,0.3689537969992466,0.5280977827589737,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,2514.0,0.0,2526.0,0.0,0.0,0.0,0.0,median,0.9326038599567918,0.5239983854238559,0.55,0.45919516611180683,-0.4312940847309129,24.0,1.0,1.2627284000071304,1.2627284000071306,consensus_median,consensus_median,spoof,0.5,3,0,,,,
consensus,20,60.0,ring_plus,-0.16213249627620063,0.16213249627620063,0.5044915627331593,0.0,0.0,0.0,5640.0,5640.0,1.0,0.0,180480.0,32.0,0.0,2826.0,0.0,2814.0,0.0,0.0,0.0,0.0,median,0.8296581947707674,0.7950111665340263,0.6333333333333333,0.29168784226836036,-0.2543963990382225,20.0,1.0,1.3711704029417888,1.3711704029417888,consensus_median,consensus_median,spoof,0.5,4,0,,,,
consensus,20,60.0,ring_plus,-0.2177736560572713,0.2177736560572713,0.5310639686627331,0.0,0.0,0.0,6360.0,6360.0,1.0,0.0,203520.0,32.0,0.0,3167.0,0.0,3193.0,0.0,0.0,0.0,0.0,median,0.9431131002319288,0.45722294261619423,0.6333333333333333,0.3340991776449753,-0.25096735331022496,13.0,1.0,1.6160985120576443,1.616098512057644,consensus_median,consensus_median,spoof,0.5,5,0,,,,
consensus,20,60.0,ring_plus,-0.27921006454996944,0.27921006454996944,0.5573617522107467,0.0,0.0,0.0,4680.0,4680.0,1.0,0.0,149760.0,32.0,0.0,2371.0,0.0,2309.0,0.0,0.0,0.0,0.0,median,0.9575862901546357,0.4241682290434905,0.5166666666666667,0.3666416731605186,-0.34543206139849547,47.0,1.0,0.9450014459069909,0.9450014459069908,consensus_median,consensus_median,spoof,0.5,6,0,,,,
consensus,20,60.0,ring_plus,-0.35470865239386407,0.35470865239386407,0.5187627432612728,0.0,0.0,0.0,6480.0,6480.0,1.0,0.0,207360.0,32.0,0.0,3290.0,0.0,3190.0,0.0,0.0,0.0,0.0,median,0.9546330220345725,0.32837950879764155,0.5833333333333334,0.35459385116797265,-0.3153066133156085,9.0,1.0,2.218617553571293,2.218617553571293,consensus_median,consensus_median,spoof,0.5,7,0,,,,
consensus,20,60.0,ring_plus,-0.3246350665809227,0.3246350665809227,0.5214239836477739,0.0,0.0,0.0,4200.0,4200.0,1.0,0.0,134400.0,32.0,0.0,2076.0,0.0,2124.0,0.0,0.0,0.0,0.0,median,0.9736919468576982,0.28277165282339356,0.5833333333333334,0.452070911267457,-0.21995011341794588,,0.0,0.7964836768628718,0.7964836768628717,consensus_median,consensus_median,spoof,0.5,8,0,,,,
consensus,20,60.0,ring_plus,-0.4536894053514135,0.4536894053514135,0.5313926656609125,0.0,0.0,0.0,5280.0,5280.0,1.0,0.0,168960.0,32.0,0.0,2578.0,0.0,2702.0,0.0,0.0,0.0,0.0,median,0.9404214476483334,0.4284487879926341,0.5333333333333333,0.3883498322731745,-0.2383389620772299,28.0,1.0,0.9413291035084279,0.9413291035084281,consensus_median,consensus_median,spoof,0.5,9,0,,,,
consensus,20,60.0,ring_plus,-1.5404703273077085,1.5404703273077085,1.0775608968936417,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,0.0,0.0,5040.0,0.0,0.0,0.0,0.0,median,0.9830291026946286,0.248121735282537,0.55,1.5046272189750016,-0.156112215709696,,0.0,1.399646125476325,1.3996461254763248,consensus_median,consensus_median,spoof,1.0,0,0,,,,
consensus,20,60.0,ring_plus,-1.3608987838763844,1.3608987838763844,1.0779764517063997,0.0,0.0,0.0,5400.0,5400.0,1.0,0.0,172800.0,32.0,0.0,0.0,0.0,5400.0,0.0,0.0,0.0,0.0,median,0.9765375304717174,0.24721771331043696,0.55,1.2076887721356315,-0.2620215693062536,,0.0,1.320493917398932,1.320493917398932,consensus_median,consensus_median,spoof,1.0,1,0,,,,
consensus,20,60.0,ring_plus,-0.6513027932744145,0.6513027932744145,1.0685438045747728,0.0,0.0,0.0,6120.0,6120.0,1.0,0.0,195840.0,32.0,0.0,0.0,0.0,6120.0,0.0,0.0,0.0,0.0,median,0.9895647318082701,0.09257202573757395,0.5,1.0458001253719178,-0.293830372928106,,0.0,1.55469612182113,1.5546961218211295,consensus_median,consensus_median,spoof,1.0,2,0,,,,
consensus,20,60.0,ring_plus,-1.480466693900844,1.480466693900844,1.0714770048898123,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,0.0,0.0,5040.0,0.0,0.0,0.0,0.0,median,0.9832063449774843,0.1564113696974514,0.5833333333333334,1.1708668796392148,-0.41276886978255295,,0.0,1.2627284000071304,1.2627284000071306,consensus_median,consensus_median,spoof,1.0,3,0,,,,
consensus,20,60.0,ring_plus,-0.9274085600133208,0.9274085600133208,1.0681175610278517,0.0,0.0,0.0,5640.0,5640.0,1.0,0.0,180480.0,32.0,0.0,0.0,0.0,5640.0,0.0,0.0,0.0,0.0,median,0.9790750253530245,0.24546711635976026,0.5333333333333333,1.229313974592738,-0.24164179797593713,,0.0,1.3711704029417888,1.3711704029417888,consensus_median,consensus_median,spoof,1.0,4,0,,,,
consensus,20,60.0,ring_plus,-0.9283794666798573,0.9283794666798573,1.0597995094790786,0.0,0.0,0.0,6360.0,6360.0,1.0,0.0,203520.0,32.0,0.0,0.0,0.0,6360.0,0.0,0.0,0.0,0.0,median,0.9580132594381445,0.4342452513796661,0.55,0.8549158922137966,-0.2391239231331819,,0.0,1.6160985120576443,1.616098512057644,consensus_median,consensus_median,spoof,1.0,5,0,,,,
consensus,20,60.0,ring_plus,-1.1628740775873,1.1628740775873,1.1181718498137048,0.0,0.0,0.0,4680.0,4680.0,1.0,0.0,149760.0,32.0,0.0,0.0,0.0,4680.0,0.0,0.0,0.0,0.0,median,0.9047973820635085,0.40567379743948595,0.5333333333333333,1.5066525283153342,-0.33070432784787324,,0.0,0.9450014459069909,0.9450014459069908,consensus_median,consensus_median,spoof,1.0,6,0,,,,
consensus,20,60.0,ring_plus,-1.2983051979108295,1.2983051979108295,1.0907638064093221,0.0,0.0,0.0,6480.0,6480.0,1.0,0.0,207360.0,32.0,0.0,0.0,0.0,6480.0,0.0,0.0,0.0,0.0,median,0.9787779519513224,0.22527443228374333,0.5833333333333334,1.2321302896366313,-0.299580004223659,,0.0,2.218617553571293,2.218617553571293,consensus_median,consensus_median,spoof,1.0,7,0,,,,
consensus,20,60.0,ring_plus,-1.276930605757121,1.276930605757121,1.071394822002264,0.0,0.0,0.0,4200.0,4200.0,1.0,0.0,134400.0,32.0,0.0,0.0,0.0,4200.0,0.0,0.0,0.0,0.0,median,0.9376374751087486,0.5591855441999394,0.5833333333333334,1.6137020608249426,-0.20407852109834262,,0.0,0.7964836768628718,0.7964836768628717,consensus_median,consensus_median,spoof,1.0,8,0,,,,
consensus,20,60.0,ring_plus,-1.9411069891824424,1.9411069891824424,1.1048982843144932,0.0,0.0,0.0,5280.0,5280.0,1.0,0.0,168960.0,32.0,0.0,0.0,0.0,5280.0,0.0,0.0,0.0,0.0,median,0.688080786387493,0.9374927931127643,0.45,1.47496218323121,-0.2135486690133795,,0.0,0.9413291035084279,0.9413291035084281,consensus_median,consensus_median,spoof,1.0,9,0,,,,
consensus,20,60.0,ring_plus,-0.005482431650517084,0.005482431650517084,0.0,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9153796126179674,0.8893141208430875,1.0,0.009240556291100158,-0.18169534730398246,16.0,1.0,1.399646125476325,1.3996461254763248,consensus_median,consensus_median,jam,0.0,0,0,,,,
consensus,20,60.0,ring_plus,-0.0022524075034309134,0.0022524075034309134,0.0,0.0,0.0,0.0,5400.0,5400.0,1.0,0.0,172800.0,32.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8868894533962743,0.948095047355784,1.0,0.004040617335849671,-0.28466567557913613,17.0,1.0,1.320493917398932,1.320493917398932,consensus_median,consensus_median,jam,0.0,1,0,,,,
consensus,20,60.0,ring_plus,-1.0757817627825737e-05,1.0757817627825737e-05,0.0,0.0,0.0,0.0,6120.0,6120.0,1.0,0.0,195840.0,32.0,0.0,6120.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8029072662488145,0.9951107096363998,1.0,4.5457540449862186e-05,-0.3046852401857191,14.0,1.0,1.55469612182113,1.5546961218211295,consensus_median,consensus_median,jam,0.0,2,0,,,,
consensus,20,60.0,ring_plus,-0.00018438166122980556,0.00018438166122980556,0.0,0.0,0.0,0.0,5040.0,5040.0,1.0,0.0,161280.0,32.0,0.0,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8371772439263904,0.9929626121047088,1.0,0.000744942995449872,-0.4374402416532132,21.0,1.0,1.2627284000071304,1.2627284000071306,consensus_median,consensus_median,jam,0.0,3,0,,,,
consensus,20,60.0,ring_plus,-1.7632338623002975e-06,1.7632338623002975e-06,0.0,0.0,0.0,0.0,5640.0,5640.0,1.0,0.0,180480.0,32.0,0.0,5640.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.7871303711427364,0.9892653375314289,1.0,7.5488257383975825e-06,-0.25709857792226143,11.0,1.0,1.3711704029417888,1.3711704029417888,consensus_median,consensus_median,jam,0.0,4,0,,,,
consensus,20,60.0,ring_plus,-0.13883186854417218,0.13883186854417218,0.0,0.0,0.0,0.0,6360.0,6360.0,1.0,0.0,203520.0,32.0,0.0,6360.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9600207839121924,0.43787725467610616,1.0,0.13883230737275712,-0.25228304976877663,18.0,1.0,1.6160985120576443,1.616098512057644,consensus_median,consensus_median,jam,0.0,5,0,,,,
consensus,20,60.0,ring_plus,-0.00025687201397392407,0.00025687201397392407,0.0,0.0,0.0,0.0,4680.0,4680.0,1.0,0.0,149760.0,32.0,0.0,4680.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8475205063686533,0.981351379392753,1.0,0.0005194339102027597,-0.3500812812740955,16.0,1.0,0.9450014459069909,0.9450014459069908,consensus_median,consensus_median,jam,0.0,6,0,,,,
consensus,20,60.0,ring_plus,-6.615934702086204e-06,6.615934702086204e-06,0.0,0.0,0.0,0.0,6480.0,6480.0,1.0,0.0,207360.0,32.0,0.0,6480.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.800548284567372,0.9881547098203891,1.0,2.697664426169475e-05,-0.3212183139232611,11.0,1.0,2.218617553571293,2.218617553571293,consensus_median,consensus_median,jam,0.0,7,0,,,,
consensus,20,60.0,ring_plus,-0.061134390726600735,0.061134390726600735,0.0,0.0,0.0,0.0,4200.0,4200.0,1.0,0.0,134400.0,32.0,0.0,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.9476347521361681,0.6576378148377107,1.0,0.06170680693486514,-0.2243417913488512,19.0,1.0,0.7964836768628718,0.7964836768628717,consensus_median,consensus_median,jam,0.0,8,0,,,,
consensus,20,60.0,ring_plus,-0.0005079551485993235,0.0005079551485993235,0.0,0.0,0.0,0.0,5280.0,5280.0,1.0,0.0,168960.0,32.0,0.0,5280.0,0.0,0.0,0.0,0.0,0.0,0.0,median,0.8724697640882209,0.9714170647982108,1.0,0.0015473166584628391,-0.2458919862472769,23.0,1.0,0.9413291035084279,0.9413291035084281,consensus_median,consensus_median,jam,0.0,9,0,,,,
consensus,20,60.0,ring_plus,-0.09050639003747596,0.09050639003747596,0.0,0.10714285714285714,0.0,0.0,5040.0,4500.0,0.8928571428571429,0.1071428571428571,144000.0,32.0,0.0,4500.0,0.0,0.0,0.0,540.0,0.0,0.0,median,0.9523274966686538,0.7542496708812406,1.0,0.09693935760269819,-0.18027828133086649,48.0,1.0,1.399646125476325,1.355753295277519,consensus_median,consensus_median,jam,0.1,0,0,,,,
consensus,20,60.0,ring_plus,-0.6189740509865631,0.6189740509865631,0.0,0.1,0.0,0.0,5400.0,4860.0,0.9,0.09999999999999998,155520.0,32.0,0.0,4860.0,0.0,0.0,0.0,540.0,0.0,0.0,median,0.9750637740847292,0.4893452941955304,1.0,0.6281984948689026,-0.2743869815210838,,0.0,1.320493917398932,1.3067220124547165,consensus_median,consensus_median,jam,0.1,1,0,,,,
consensus,20,60.0,ring_plus,-0.38097580778374307,0.38097580778374307,0.0,0.06862745098039216,0.0,0.0,6120.0,5700.0,0.9313725490196079,0.06862745098039214,182400.0,32.0,0.0,5700.0,0.0,0.0,0.0,420.0,0.0,0.0,median,0.9702624884541426,0.45686293316537907,1.0,0.3815159222481203,-0.29833582268628384,,0.0,1.55469612182113,0.8699785139899355,consensus_median,consensus_median,jam,0.1,2,0,,,,
consensus,20,60.0,ring_plus,-5.061845370714179,5.061845370714179,0.0,0.15476190476190477,0.0,0.0,5040.0,4260.0,0.8452380952380952,0.15476190476190477,136320.0,32.0,0.0,4260.0,0.0,0.0,0.0,780.0,0.0,0.0,median,0.9852291762473936,0.602443638780415,1.0,5.06827157843526,-0.35307922516899726,,0.0,1.2627284000071304,1.2594924649021235,consensus_median,consensus_median,jam,0.1,3,0,,,,
consensus,20,60.0,ring_plus,-1.8366065881227713,1.8366065881227713,0.0,0.09574468085106383,0.0,0.0,5640.0,5100.0,0.9042553191489362,0.0957446808510638,163200.0,32.0,0.0,5100.0,0.0,0.0,0.0,540.0,0.0,0.0,median,0.9671197894461598,0.4453489673431965,0.5166666666666667,1.8363498016109132,-0.22648849750744626,,0.0,1.3711704029417888,1.3555111922818643,consensus_median,consensus_median,jam,0.1,4,0,,,,
consensus,20,60.0,ring_plus,-6.492810368169299,6.492810368169299,0.0,0.0660377358490566,0.0,0.0,6360.0,5940.0,0.9339622641509434,0.06603773584905659,190080.0,32.0,0.0,5940.0,0.0,0.0,0.0,420.0,0.0,0.0,median,0.9830861255996933,0.4873825558356444,0.45,6.49276396627533,-0.14638340810835782,,0.0,1.6160985120576443,1.1665296618373981,consensus_median,consensus_median,jam,0.1,5,0,,,,
consensus,20,60.0,ring_plus,-5.084723040439122,5.084723040439122,0.0,0.10256410256410256,0.0,0.0,4680.0,4200.0,0.8974358974358975,0.10256410256410253,134400.0,32.0,0.0,4200.0,0.0,0.0,0.0,480.0,0.0,0.0,median,0.9772164485055438,0.3863443768830125,0.45,5.079779654282739,-0.2653401784670095,,0.0,0.9450014459069909,0.9269296061447677,consensus_median,consensus_median,jam,0.1,6,0,,,,
consensus,20,60.0,ring_plus,-0.9550893987461916,0.9550893987461916,0.0,0.14814814814814814,0.0,0.0,6480.0,5520.0,0.8518518518518519,0.14814814814814814,176640.0,32.0,0.0,5520.0,0.0,0.0,0.0,960.0,0.0,0.0,median,0.9773419188016808,0.4580665053694375,1.0,0.9569195839174216,-0.3053002675430697,,0.0,2.218617553571293,2.2131131029340265,consensus_median,consensus_median,jam,0.1,7,0,,,,
consensus,20,60.0,ring_plus,-3.1738823965952645,3.1738823965952645,0.0,0.12857142857142856,0.0,0.0,4200.0,3660.0,0.8714285714285714,0.12857142857142856,117120.0,32.0,0.0,3660.0,0.0,0.0,0.0,540.0,0.0,0.0,median,0.9927803818601875,0.3487301028310812,1.0,3.184253452252207,-0.17246265791770685,,0.0,0.7964836768628718,0.7756455591018226,consensus_median,consensus_median,jam,0.1,8,0,,,,
consensus,20,60.0,ring_plus,-1.6565035236575945,1.6565035236575945,0.0,0.10227272727272728,0.0,0.0,5280.0,4740.0,0.8977272727272727,0.10227272727272729,151680.0,32.0,0.0,4740.0,0.0,0.0,0.0,540.0,0.0,0.0,median,0.9871936770989348,0.3425068917276758,1.0,1.6652044152198389,-0.2182920601054602,,0.0,0.9413291035084279,0.8042031991139494,consensus_median,consensus_median,jam,0.1,9,0,,,,
consensus,20,60.0,ring_plus,-2.1940997322510327,2.1940997322510327,0.0,0.25,0.0,0.0,5040.0,3780.0,0.75,0.25,120960.0,32.0,0.0,3780.0,0.0,0.0,0.0,1260.0,0.0,0.0,median,0.9834770336261484,0.4477801316681048,0.7,2.1940503477462237,-0.14521839229397385,,0.0,1.399646125476325,0.7328759072995557,consensus_median,consensus_median,jam,0.25,0,0,,,,
consensus,20,60.0,ring_plus,-1.6129240970129182,1.6129240970129182,0.0,0.2777777777777778,0.0,0.0,5400.0,3900.0,0.7222222222222222,0.2777777777777778,124800.0,32.0,0.0,3900.0,0.0,0.0,0.0,1500.0,0.0,0.0,median,0.9872112233130793,0.28688450175061686,1.0,1.6129306203525315,-0.25782114742064466,,0.0,1.320493917398932,0.70949080031589,consensus_median,consensus_median,jam,0.25,1,0,,,,
consensus,20,60.0,ring_plus,-4.611569753659953,4.611569753659953,0.0,0.21568627450980393,0.0,0.0,6120.0,4800.0,0.7843137254901961,0.21568627450980393,153600.0,32.0,0.0,4800.0,0.0,0.0,0.0,1320.0,0.0,0.0,median,0.9882275468907655,0.33600171786559263,0.7166666666666667,4.611495551518974,-0.227825923588347,,0.0,1.55469612182113,0.8590938956011059,consensus_median,consensus_median,jam,0.25,2,0,,,,
consensus,20,60.0,ring_plus,-12.641763306692724,12.641763306692724,0.0,0.30952380952380953,0.0,0.0,5040.0,3480.0,0.6904761904761905,0.30952380952380953,111360.0,32.0,0.0,3480.0,0.0,0.0,0.0,1560.0,0.0,0.0,median,0.9945348693850983,0.5013147398823251,1.0,12.658577547591372,-0.22674725956935493,,0.0,1.2627284000071304,0.7034053746014614,consensus_median,consensus_median,jam,0.25,3,0,,,,
consensus,20,60.0,ring_plus,-3.136717726485527,3.136717726485527,0.0,0.24468085106382978,0.0,0.0,5640.0,4260.0,0.7553191489361702,0.24468085106382975,136320.0,32.0,0.0,4260.0,0.0,0.0,0.0,1380.0,0.0,0.0,median,0.9932981915820208,0.23236421176454092,1.0,3.1372491446915496,-0.2048199785347337,,0.0,1.3711704029417888,0.6932116477645714,consensus_median,consensus_median,jam,0.25,4,0,,,,
consensus,20,60.0,ring_plus,-7.850933947170329,7.850933947170329,0.0,0.20754716981132076,0.0,0.0,6360.0,5040.0,0.7924528301886793,0.2075471698113207,161280.0,32.0,0.0,5040.0,0.0,0.0,0.0,1320.0,0.0,0.0,median,0.9888157502916486,0.40858010881171614,0.45,7.850902938698691,-0.12374801512500735,,0.0,1.6160985120576443,8.788681123263577e-16,consensus_median,consensus_median,jam,0.25,5,0,,,,
consensus,20,60.0,ring_plus,-6.247072639748238,6.247072639748238,0.0,0.23076923076923078,0.0,0.0,4680.0,3600.0,0.7692307692307693,0.23076923076923073,115200.0,32.0,0.0,3600.0,0.0,0.0,0.0,1080.0,0.0,0.0,median,0.9893952227487778,0.3213273491664054,0.65,6.2456279302505004,-0.24596768514519088,,0.0,0.9450014459069909,0.6516227104008937,consensus_median,consensus_median,jam,0.25,6,0,,,,
