benchmark,n_agents,steps,return,final_disagreement,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,eff_lambda2
consensus,80,60,-4.740941513159474,4.740941513159474,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9720751967905241,0.755570834427481,1.0,4.969996996811543,-1.2810014940402035,,0.0,0.006165332533743707,0.006165332533743705
consensus,80,60,-4.755828453405002,4.755828453405002,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9718473945859739,0.7215067153474402,1.0,5.019074498745952,-1.6089632554485611,,0.0,0.006165332533743707,0.006165332533743705
consensus,80,60,-4.187788931383523,4.187788931383523,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9718097314009725,0.728666076893848,1.0,4.466037474776929,-1.494389086469796,,0.0,0.006165332533743707,0.006165332533743705
consensus,80,60,-4.902682652833921,4.902682652833921,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9767482966539344,0.6505423712022231,1.0,5.108569631666897,-1.290242454464811,,0.0,0.006165332533743707,0.006165332533743705
consensus,80,60,-1.1814284356711386,1.1814284356711386,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9553981632822016,0.8411708956659363,1.0,1.3063404523035742,-1.0147628516548515,,0.0,0.006165332533743707,0.006165332533743705
consensus,80,60,-1.7557678643428096,1.7557678643428096,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959510183831759,0.8954625516585637,1.0,1.9893161276512987,-1.1186542796494967,,0.0,0.006165332533743707,0.006165332533743705
consensus,80,60,-6.603311824867946,6.603311824867946,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9783611988423115,0.7304543032788922,1.0,6.953437668592456,-1.1966130254979055,,0.0,0.006165332533743707,0.006165332533743705
consensus,80,60,-2.6051830891170034,2.6051830891170034,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9716669938750326,0.7479686233540361,1.0,2.7708043848190864,-0.8837684355155101,,0.0,0.006165332533743707,0.006165332533743705
consensus,80,60,-1.362697816362458,1.362697816362458,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9613803358164756,0.742456788346064,1.0,1.4470558094674162,-1.0379636960210885,,0.0,0.006165332533743707,0.006165332533743705
consensus,80,60,-3.0494918837591296,3.0494918837591296,0.0,0.0,0.0,0.0,9600.0,9600.0,1.0,0.0,307200.0,32.0,0.0,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9740303981973891,0.675938582166041,1.0,3.2195884940627,-1.1002582595323602,,0.0,0.006165332533743707,0.006165332533743705
