benchmark,n_agents,steps,return,final_disagreement,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,eff_lambda2
consensus,40,60,-2.8024265079609414,2.8024265079609414,0.0,0.30104166666666665,0.0,0.0,4800.0,3355.0,0.6989583333333333,0.30104166666666665,107360.0,32.0,0.0,3355.0,0.0,0.0,1445.0,0.0,0.0,0.0,0.9789228732258896,0.7383447626236598,0.8166666666666667,2.948380524678246,-0.3826690490138614,,0.0,0.02462331880972404,0.0007186552735159076
consensus,40,60,-0.27354668535436855,0.27354668535436855,0.0,0.314375,0.0,0.0,4800.0,3291.0,0.685625,0.31437499999999996,105312.0,32.0,0.0,3291.0,0.0,0.0,1509.0,0.0,0.0,0.0,0.9479220586730088,0.766972730247084,0.9333333333333333,0.3176813102100751,-0.6309596208045711,48.0,1.0,0.02462331880972404,0.0008214108157448767
consensus,40,60,-1.131813467367254,1.131813467367254,0.0,0.2964583333333333,0.0,0.0,4800.0,3377.0,0.7035416666666666,0.2964583333333334,108064.0,32.0,0.0,3377.0,0.0,0.0,1423.0,0.0,0.0,0.0,0.9697072795030711,0.6093015856527021,0.8166666666666667,1.1907738120880673,-0.6066399090572343,,0.0,0.02462331880972404,0.0016428216314898327
consensus,80,60,-5.115894600527543,5.115894600527543,0.0,0.30145833333333333,0.0,0.0,9600.0,6706.0,0.6985416666666666,0.3014583333333334,214592.0,32.0,0.0,6706.0,0.0,0.0,2894.0,0.0,0.0,0.0,0.9715878851687492,0.7708940950967258,0.95,5.3029582579812,-1.2747522759174024,,0.0,0.006165332533743707,-5.008233009371131e-16
consensus,80,60,-5.821052627506529,5.821052627506529,0.0,0.303125,0.0,0.0,9600.0,6690.0,0.696875,0.303125,214080.0,32.0,0.0,6690.0,0.0,0.0,2910.0,0.0,0.0,0.0,0.9705013298144582,0.7783065434024468,0.9333333333333333,6.203238546332691,-1.591209519213536,,0.0,0.006165332533743707,-5.2463364981931145e-16
consensus,80,60,-5.972168736524461,5.972168736524461,0.0,0.3044791666666667,0.0,0.0,9600.0,6677.0,0.6955208333333334,0.30447916666666663,213664.0,32.0,0.0,6677.0,0.0,0.0,2923.0,0.0,0.0,0.0,0.9727948043021452,0.7673666379631925,0.9666666666666667,6.305863479990953,-1.4646494230507807,,0.0,0.006165332533743707,2.5698791975505562e-05
consensus,80,60,-5.1750620330153305,5.1750620330153305,0.0,0.295,0.0,0.0,9600.0,6768.0,0.705,0.29500000000000004,216576.0,32.0,0.0,6768.0,0.0,0.0,2832.0,0.0,0.0,0.0,0.9758432287330226,0.6734390853845494,0.9,5.3975812081336985,-1.2857027981284541,,0.0,0.006165332533743707,-4.168927843758697e-16
consensus,80,60,-2.6089630662668077,2.6089630662668077,0.0,0.3003125,0.0,0.0,9600.0,6717.0,0.6996875,0.3003125,214944.0,32.0,0.0,6717.0,0.0,0.0,2883.0,0.0,0.0,0.0,0.963444908896055,0.8454652559724198,0.9833333333333333,2.773183875963589,-0.9909706078115904,,0.0,0.006165332533743707,-3.8431123932848383e-16
consensus,80,60,-3.5473870924206965,3.5473870924206965,0.0,0.298125,0.0,0.0,9600.0,6738.0,0.701875,0.298125,215616.0,32.0,0.0,6738.0,0.0,0.0,2862.0,0.0,0.0,0.0,0.9685705482105709,0.8572771442980902,0.9833333333333333,3.822013146733284,-1.0887939591815317,,0.0,0.006165332533743707,-4.732228703709577e-16
consensus,80,60,-8.079579380208386,8.079579380208386,0.0,0.2939583333333333,0.0,0.0,9600.0,6778.0,0.7060416666666667,0.2939583333333333,216896.0,32.0,0.0,6778.0,0.0,0.0,2822.0,0.0,0.0,0.0,0.981893526717963,0.6489498450519124,0.9666666666666667,8.450829464455087,-1.172008566242231,,0.0,0.006165332533743707,-3.2759352238854393e-16
