benchmark,n_agents,steps,topology,return,final_disagreement,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,algo,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,eff_lambda2,task,task_name,family,value,seed,episode
consensus,20,60,ring_plus,-2.298269649291249e-09,2.298269649291249e-09,0.0,0.30637254901960786,0.0,0.0,6120.0,4245.0,0.6936274509803921,0.30637254901960786,135840.0,32.0,0.0,4245.0,0.0,0.0,1875.0,0.0,0.0,0.0,trimmed,0.695887980176975,0.9987504641281408,1.0,3.2544796402717374e-08,-0.3046854194443751,9.0,1.0,1.55469612182113,1.2029979528235235,consensus_trimmed,consensus_trimmed,msg_drop,0.3,2,0
consensus,20,60,ring_plus,-1.2481826773500894e-07,1.2481826773500894e-07,0.0,0.2871031746031746,0.0,0.0,5040.0,3593.0,0.7128968253968254,0.2871031746031746,114976.0,32.0,0.0,3593.0,0.0,0.0,1447.0,0.0,0.0,0.0,trimmed,0.7335100044436841,0.9985478398283676,1.0,7.900398691576156e-07,-0.4374433126005959,12.0,1.0,1.2627284000071304,0.9577050629098172,consensus_trimmed,consensus_trimmed,msg_drop,0.3,3,0
consensus,20,60,ring_plus,-8.836551797172866e-08,8.836551797172866e-08,0.0,0.299822695035461,0.0,0.0,5640.0,3949.0,0.700177304964539,0.299822695035461,126368.0,32.0,0.0,3949.0,0.0,0.0,1691.0,0.0,0.0,0.0,trimmed,0.7494642728477225,0.9904022203937325,1.0,4.489734784133559e-07,-0.2570986058367338,8.0,1.0,1.3711704029417888,1.0148743174324646,consensus_trimmed,consensus_trimmed,msg_drop,0.3,4,0
consensus,20,60,ring_plus,-2.1219222083537828e-08,2.1219222083537828e-08,0.0,0.3007861635220126,0.0,0.0,6360.0,4447.0,0.6992138364779874,0.3007861635220126,142304.0,32.0,0.0,4447.0,0.0,0.0,1913.0,0.0,0.0,0.0,trimmed,0.719093998092765,0.9901806083156248,1.0,1.8161453612721155e-07,-0.25459691389085914,12.0,1.0,1.6160985120576443,1.2695270368522074,consensus_trimmed,consensus_trimmed,msg_drop,0.3,5,0
consensus,20,60,ring_plus,-1.4089495214322696e-06,1.4089495214322696e-06,0.0,0.29423076923076924,0.0,0.0,4680.0,3303.0,0.7057692307692308,0.2942307692307692,105696.0,32.0,0.0,3303.0,0.0,0.0,1377.0,0.0,0.0,0.0,trimmed,0.7775382796145283,0.9924974004988999,1.0,7.224297212245742e-06,-0.3500855389918362,11.0,1.0,0.9450014459069909,0.6385712146617054,consensus_trimmed,consensus_trimmed,msg_drop,0.3,6,0
consensus,20,60,ring_plus,-2.593178816698363e-10,2.593178816698363e-10,0.0,0.2983024691358025,0.0,0.0,6480.0,4547.0,0.7016975308641975,0.2983024691358025,145504.0,32.0,0.0,4547.0,0.0,0.0,1933.0,0.0,0.0,0.0,trimmed,0.6638037058655063,0.9882228628074837,1.0,2.1652323820182217e-09,-0.3212184241845176,8.0,1.0,2.218617553571293,1.6531050140173542,consensus_trimmed,consensus_trimmed,msg_drop,0.3,7,0
consensus,20,60,ring_plus,-0.00011411889311991687,0.00011411889311991687,0.0,0.31642857142857145,0.0,0.0,4200.0,2871.0,0.6835714285714286,0.3164285714285714,91872.0,32.0,0.0,2871.0,0.0,0.0,1329.0,0.0,0.0,0.0,trimmed,0.8420509737881601,0.9831561090075427,1.0,0.00030834205128303015,-0.22535879587940927,15.0,1.0,0.7964836768628718,0.4991524113307339,consensus_trimmed,consensus_trimmed,msg_drop,0.3,8,0
consensus,20,60,ring_plus,-5.434373877038319e-05,5.434373877038319e-05,0.0,0.29848484848484846,0.0,0.0,5280.0,3704.0,0.7015151515151515,0.29848484848484846,118528.0,32.0,0.0,3704.0,0.0,0.0,1576.0,0.0,0.0,0.0,trimmed,0.8380031393455604,0.9726756566744283,1.0,0.0001489214275368464,-0.2458995464374407,11.0,1.0,0.9413291035084279,0.7112043835761201,consensus_trimmed,consensus_trimmed,msg_drop,0.3,9,0
consensus,20,60,ring_plus,-2.018820557981826e-08,2.018820557981826e-08,0.0,0.49484126984126986,0.0,0.0,5040.0,2546.0,0.5051587301587301,0.49484126984126986,81472.0,32.0,0.0,2546.0,0.0,0.0,2494.0,0.0,0.0,0.0,trimmed,0.7204791623628898,0.9959224275061889,1.0,1.6147452151896773e-07,-0.18178672082835431,11.0,1.0,1.399646125476325,0.46572623705989064,consensus_trimmed,consensus_trimmed,msg_drop,0.5,0,0
consensus,20,60,ring_plus,-3.8689322993317435e-07,3.8689322993317435e-07,0.0,0.5125925925925926,0.0,0.0,5400.0,2632.0,0.4874074074074074,0.5125925925925926,84224.0,32.0,0.0,2632.0,0.0,0.0,2768.0,0.0,0.0,0.0,trimmed,0.757485061329097,0.9828092226646116,1.0,1.7742504435511815e-06,-0.2847032092559728,10.0,1.0,1.320493917398932,0.4429876743775902,consensus_trimmed,consensus_trimmed,msg_drop,0.5,1,0
