benchmark,n_agents,steps,topology,n_edges,k_colors,return,final_conflicts,final_conflict_frac,final_disagreement,comm_mse,comm_zero_frac,comm_age_mean,comm_age_peak,sent_msgs,delivered_real_msgs,delivery_rate,loss_rate,delivered_bits,bits_per_delivered,status_none,status_delivered,status_replayed,status_spoofed,status_dropped,status_jammed,status_partitioned,status_stale,algo,lyap_rho,lyap_rho_r2,lyap_monotone_frac,lyap_ultimate_bound,lyap_mean_drift,time_to_eps,converged,nominal_lambda2,task,task_name,family,value,seed,episode
dcop_dsa,24,40,ring_plus,41,4,-1.0,1.0,0.024390243902439025,1.0,0.0,0.8288109756097561,0.0,0.0,3280.0,2246.0,0.6847560975609757,0.31524390243902434,287488.0,128.0,0.0,2246.0,0.0,0.0,1034.0,0.0,0.0,0.0,dsa,0.7468609326634637,0.14935653477829358,0.55,3.125,-0.075,25.0,1.0,0.6798047431008131,dcop_dsa,dcop_dsa,msg_drop,0.3,8,0
dcop_dsa,24,40,ring_plus,50,4,-1.0,1.0,0.02,1.0,0.0,0.82375,0.0,0.0,4000.0,2820.0,0.705,0.29500000000000004,360960.0,128.0,0.0,2820.0,0.0,0.0,1180.0,0.0,0.0,0.0,dsa,0.6774958704960444,0.6235728107585832,0.675,4.25,-0.25,,0.0,0.9519929129079138,dcop_dsa,dcop_dsa,msg_drop,0.3,9,0
dcop_dsa,24,40,ring_plus,36,4,-5.0,5.0,0.1388888888888889,5.0,0.0,0.87265625,0.0,0.0,2880.0,1467.0,0.509375,0.490625,187776.0,128.0,0.0,1467.0,0.0,0.0,1413.0,0.0,0.0,0.0,dsa,0.9786324686566338,0.1249309046422361,0.525,5.375,-0.2,,0.0,0.5162054954881106,dcop_dsa,dcop_dsa,msg_drop,0.5,0,0
dcop_dsa,24,40,ring_plus,51,4,-6.0,6.0,0.11764705882352941,6.0,0.0,0.8766544117647059,0.0,0.0,4080.0,2013.0,0.4933823529411765,0.5066176470588235,257664.0,128.0,0.0,2013.0,0.0,0.0,2067.0,0.0,0.0,0.0,dsa,0.9666519074990587,0.22459926753840043,0.65,9.75,-0.075,,0.0,0.6661370859762062,dcop_dsa,dcop_dsa,msg_drop,0.5,1,0
dcop_dsa,24,40,ring_plus,46,4,-4.0,4.0,0.08695652173913043,4.0,0.0,0.8762907608695653,0.0,0.0,3680.0,1821.0,0.49483695652173915,0.5051630434782608,233088.0,128.0,0.0,1821.0,0.0,0.0,1859.0,0.0,0.0,0.0,dsa,0.9918973569961294,0.0939774254738065,0.575,8.0,-0.2,,0.0,0.5767138582645176,dcop_dsa,dcop_dsa,msg_drop,0.5,2,0
dcop_dsa,24,40,ring_plus,41,4,-8.0,8.0,0.1951219512195122,8.0,0.0,0.8724847560975609,0.0,0.0,3280.0,1673.0,0.510060975609756,0.48993902439024395,214144.0,128.0,0.0,1673.0,0.0,0.0,1607.0,0.0,0.0,0.0,dsa,0.9519478046795471,0.5191515128204047,0.6,8.25,-0.075,,0.0,0.7280978425891074,dcop_dsa,dcop_dsa,msg_drop,0.5,3,0
dcop_dsa,24,40,ring_plus,45,4,-7.0,7.0,0.15555555555555556,7.0,0.0,0.8722222222222222,0.0,0.0,3600.0,1840.0,0.5111111111111111,0.48888888888888893,235520.0,128.0,0.0,1840.0,0.0,0.0,1760.0,0.0,0.0,0.0,dsa,0.7609266358005078,0.6287052260184717,0.6,8.625,-0.175,,0.0,0.5276394113913421,dcop_dsa,dcop_dsa,msg_drop,0.5,4,0
dcop_dsa,24,40,ring_plus,46,4,-7.0,7.0,0.15217391304347827,7.0,0.0,0.873641304347826,0.0,0.0,3680.0,1860.0,0.5054347826086957,0.4945652173913043,238080.0,128.0,0.0,1860.0,0.0,0.0,1820.0,0.0,0.0,0.0,dsa,0.9897171362595303,0.10470596171011504,0.55,6.875,-0.05,,0.0,0.6625865705641144,dcop_dsa,dcop_dsa,msg_drop,0.5,5,0
dcop_dsa,24,40,ring_plus,36,4,-5.0,5.0,0.1388888888888889,5.0,0.0,0.8737847222222223,0.0,0.0,2880.0,1454.0,0.5048611111111111,0.4951388888888889,186112.0,128.0,0.0,1454.0,0.0,0.0,1426.0,0.0,0.0,0.0,dsa,0.875384020861134,0.42635762178967307,0.725,3.875,-0.125,,0.0,0.37292756063084187,dcop_dsa,dcop_dsa,msg_drop,0.5,6,0
dcop_dsa,24,40,ring_plus,46,4,-9.0,9.0,0.1956521739130435,9.0,0.0,0.8727581521739131,0.0,0.0,3680.0,1873.0,0.5089673913043479,0.49103260869565213,239744.0,128.0,0.0,1873.0,0.0,0.0,1807.0,0.0,0.0,0.0,dsa,0.9705847290896683,0.4046166255776772,0.6,5.75,-0.125,,0.0,0.3541200301325499,dcop_dsa,dcop_dsa,msg_drop,0.5,7,0
